"available.power","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14","Attribute15"
85,"nominal1",1600,4,"nominal3",1.98,10,143,11.23,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1600,4,"nominal3",1.98,10,143,11.23,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1600,4,"nominal3",1.98,10,143,11.23,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
66,"nominal2",1665,4,"nominal3",1.35,22,190,14.34,"nominal6","nominal9",1,"nominal21","nominal27","nominal33",2
44,"nominal2",1686,4,"nominal3",1.89,22,112,8.35,"nominal6","nominal12",1,"nominal21","missing_value","missing_value",2
44,"nominal2",1686,4,"nominal3",1.89,22,112,8.35,"nominal6","nominal12",1,"nominal21","missing_value","missing_value",2
55,"nominal2",1686,4,"nominal3",1.89,18,165,12.3,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
55,"nominal2",1686,4,"nominal3",1.89,18,165,12.3,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
55,"nominal2",1686,4,"nominal3",1.89,18,165,12.3,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
55,"nominal2",1686,4,"nominal3",1.89,18,165,12.3,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
55,"nominal2",1686,4,"nominal3",1.89,18,165,12.3,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
44,"nominal2",1689,4,"nominal3",1.5,19,160,11.9,"nominal6","nominal10",2,"nominal20","nominal27","nominal33",4
66,"nominal2",1689,4,"nominal3",1.5,19,180,13.39,"nominal6","nominal10",2,"nominal20","nominal27","nominal33",4
66,"nominal2",1689,4,"nominal3",1.5,19,180,13.39,"nominal6","nominal10",2,"nominal20","nominal27","nominal33",4
66,"nominal2",1689,4,"nominal3",1.5,19,180,13.39,"nominal6","nominal10",2,"nominal20","nominal27","nominal33",4
51,"nominal2",1698,4,"nominal3",0.959,20,134,9.92,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
44,"nominal2",1716,4,"nominal3",1.87,20,115,8.42,"nominal6","nominal12",1,"nominal21","missing_value","missing_value",2
85,"nominal1",1731,4,"nominal3",0.964,11,165,11.98,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1731,4,"nominal3",0.964,11,165,11.98,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1731,4,"nominal3",0.964,11,165,11.98,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1731,4,"nominal3",0.964,11,165,11.98,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
83,"nominal1",1747,4,"nominal3",1.9,10,154,11.08,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
83,"nominal1",1747,4,"nominal3",1.9,10,154,11.08,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
83,"nominal1",1747,4,"nominal3",1.9,10,154,11.08,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
83,"nominal1",1747,4,"nominal3",1.9,10,154,11.08,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
96,"nominal1",1747,4,"nominal3",1.9,10,164,11.8,"nominal6","nominal12",2,"nominal21","nominal29","nominal33",4
96,"nominal1",1747,4,"nominal3",1.9,10,164,11.8,"nominal6","nominal12",2,"nominal21","nominal29","nominal33",4
96,"nominal1",1747,4,"nominal3",1.9,10,164,11.8,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
96,"nominal1",1747,4,"nominal3",1.9,10,164,11.8,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
96,"nominal1",1747,4,"nominal3",1.9,10,164,11.8,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
106,"nominal1",1747,4,"nominal3",1.9,10,169,12.16,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
106,"nominal1",1747,4,"nominal3",1.9,10,169,12.16,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
106,"nominal1",1747,4,"nominal3",1.9,10,169,12.16,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
106,"nominal1",1747,4,"nominal3",1.9,10,169,12.16,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
106,"nominal1",1747,4,"nominal3",1.9,10,169,12.16,"nominal6","nominal12",2,"nominal21","nominal28","nominal33",4
85,"nominal1",1749,4,"nominal3",0.984,11,163,11.71,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1749,4,"nominal3",0.984,11,163,11.71,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
55,"nominal2",1753,4,"nominal3",0.994,19,140,10.04,"nominal6","nominal13",1,"nominal21","nominal27","nominal33",2
55,"nominal2",1753,4,"nominal3",0.994,19,175,12.54,"nominal6","nominal13",1,"nominal21","nominal27","nominal33",2
66,"nominal2",1753,4,"nominal3",0.994,22,180,12.9,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
66,"nominal2",1753,4,"nominal3",0.994,22,177,12.69,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
66,"nominal2",1753,4,"nominal3",0.994,19,200,14.34,"nominal6","nominal13",1,"nominal21","nominal27","nominal33",2
66,"nominal1",1762,4,"nominal3",0.981,10,147,10.48,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
66,"nominal1",1762,4,"nominal3",0.981,10,147,10.48,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
66,"nominal1",1762,4,"nominal3",0.981,10,147,10.48,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
66,"nominal1",1762,4,"nominal3",0.981,10,147,10.48,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
66,"nominal1",1762,4,"nominal3",0.981,10,147,10.48,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
66,"nominal1",1762,4,"nominal3",0.981,10,147,10.48,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
66,"nominal1",1762,4,"nominal3",0.981,10,147,10.48,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
66,"nominal1",1762,4,"nominal3",0.981,10,147,10.48,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
74,"nominal1",1762,4,"nominal3",0.981,9,153,10.91,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
74,"nominal1",1762,4,"nominal3",0.981,9,153,10.91,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
74,"nominal1",1762,4,"nominal3",0.981,9,153,10.91,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
74,"nominal1",1762,4,"nominal3",0.981,9,153,10.91,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
74,"nominal1",1762,4,"nominal3",0.981,9,153,10.91,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
74,"nominal1",1762,4,"nominal3",0.981,9,153,10.91,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
74,"nominal1",1762,4,"nominal3",0.981,9,153,10.91,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
81,"nominal1",1762,4,"nominal3",0.981,10,155,11.05,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
81,"nominal1",1762,4,"nominal3",0.981,10,155,11.05,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
81,"nominal1",1762,4,"nominal3",0.981,10,155,11.05,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
81,"nominal1",1762,4,"nominal3",0.981,10,155,11.05,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
81,"nominal1",1762,4,"nominal3",0.981,10,155,11.05,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
81,"nominal1",1762,4,"nominal3",0.981,10,155,11.05,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
81,"nominal1",1762,4,"nominal3",1.56,10,155,11.05,"nominal6","nominal14",2,"nominal21","nominal27","nominal33",4
81,"nominal1",1762,4,"nominal3",1.56,10,155,11.05,"nominal6","nominal14",2,"nominal21","nominal27","nominal33",4
81,"nominal1",1762,4,"nominal3",1.56,10,155,11.05,"nominal6","nominal14",2,"nominal21","nominal27","nominal33",4
81,"nominal1",1762,4,"nominal3",1.56,10,155,11.05,"nominal6","nominal14",2,"nominal21","nominal27","nominal33",4
81,"nominal1",1762,4,"nominal3",0.981,10,155,11.05,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
81,"nominal1",1762,4,"nominal3",0.981,10,155,11.05,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
81,"nominal1",1762,4,"nominal3",0.981,10,155,11.05,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
81,"nominal1",1762,4,"nominal3",0.981,10,155,11.05,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
81,"nominal1",1762,4,"nominal3",0.981,10,155,11.05,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
81,"nominal1",1762,4,"nominal3",1.56,10,155,11.05,"nominal6","nominal14",2,"nominal21","nominal27","nominal33",4
81,"nominal1",1762,4,"nominal3",1.56,10,155,11.05,"nominal6","nominal14",2,"nominal21","nominal27","nominal33",4
83,"nominal1",1769,4,"nominal3",1.1,10,158,11.22,"nominal6","nominal11",2,"nominal21","nominal29","nominal33",4
84,"nominal1",1769,4,"nominal3",1.1,10,158,11.22,"nominal6","nominal11",2,"nominal21","nominal29","nominal33",4
55,"nominal1",1781,4,"nominal3",1.67,9,140,9.88,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
66,"nominal1",1781,4,"nominal3",1.67,10,145,10.23,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
66,"nominal1",1781,4,"nominal3",1.67,10,145,10.23,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
92,"nominal1",1781,4,"nominal3",1.67,10,173,12.21,"nominal6","nominal13",2,"nominal21","nominal28","nominal33",5
92,"nominal1",1781,4,"nominal3",1.67,10,173,12.21,"nominal6","nominal13",2,"nominal21","nominal28","nominal33",5
92,"nominal1",1781,4,"nominal3",1.67,10,168,11.85,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
92,"nominal1",1781,4,"nominal3",1.67,10,168,11.85,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
92,"nominal1",1781,4,"nominal3",1.67,10,170,11.99,"nominal6","nominal13",2,"nominal21","nominal28","nominal33",5
92,"nominal1",1781,4,"nominal3",1.67,10,170,11.99,"nominal6","nominal13",2,"nominal21","nominal28","nominal33",5
92,"nominal1",1781,4,"nominal3",1.67,10,170,11.99,"nominal6","nominal13",2,"nominal21","nominal28","nominal33",5
92,"nominal1",1781,4,"nominal3",1.67,10,170,11.99,"nominal6","nominal13",2,"nominal21","nominal28","nominal33",5
92,"nominal1",1781,4,"nominal3",1.67,10,170,11.99,"nominal6","nominal13",2,"nominal21","nominal28","nominal33",5
92,"nominal1",1781,4,"nominal3",1.67,10,170,11.99,"nominal6","nominal13",2,"nominal21","nominal28","nominal33",5
92,"nominal1",1781,4,"nominal3",1.67,10,168,11.85,"nominal6","nominal13",2,"nominal21","nominal28","nominal33",5
92,"nominal1",1781,4,"nominal3",1.67,10,168,11.85,"nominal6","nominal13",2,"nominal21","nominal28","nominal33",5
92,"nominal1",1781,4,"nominal3",1.67,10,168,11.85,"nominal6","nominal13",2,"nominal21","nominal28","nominal33",5
92,"nominal1",1781,4,"nominal3",1.67,10,168,11.85,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
92,"nominal1",1781,4,"nominal3",1.67,10,168,11.85,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
92,"nominal1",1781,4,"nominal3",1.67,10,168,11.85,"nominal6","nominal13",2,"nominal21","nominal28","nominal33",5
92,"nominal1",1781,4,"nominal3",1.67,10,168,11.85,"nominal6","nominal13",2,"nominal21","nominal28","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
110,"nominal1",1781,4,"nominal3",1.67,10,210,14.82,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
132,"nominal1",1781,4,"nominal3",1.67,10,235,16.58,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
132,"nominal1",1781,4,"nominal3",1.67,10,235,16.58,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
132,"nominal1",1781,4,"nominal3",1.67,10,235,16.58,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
132,"nominal1",1781,4,"nominal3",1.67,10,235,16.58,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
132,"nominal1",1781,4,"nominal3",1.67,10,235,16.58,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
132,"nominal1",1781,4,"nominal3",1.67,10,235,16.58,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
132,"nominal1",1781,4,"nominal3",1.67,10,235,16.58,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
132,"nominal1",1781,4,"nominal3",1.67,10,235,16.58,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
132,"nominal1",1781,4,"nominal3",1.67,10,235,16.58,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
132,"nominal1",1781,4,"nominal3",1.67,10,235,16.58,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",5
132,"nominal1",1781,4,"nominal3",1.67,10,235,16.58,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",5
132,"nominal1",1781,4,"nominal3",1.67,10,235,16.58,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
132,"nominal1",1781,4,"nominal3",1.67,10,235,16.58,"nominal6","nominal13",2,"nominal21","nominal27","nominal33",5
154,"nominal1",1781,4,"nominal3",1.67,10,270,19.05,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",5
165,"nominal1",1781,4,"nominal3",1.67,9,280,19.76,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",5
165,"nominal1",1781,4,"nominal3",1.67,9,280,19.76,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",5
81,"nominal1",1793,4,"nominal3",1.74,10,152,10.65,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
81,"nominal1",1793,4,"nominal3",1.74,10,152,10.65,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
82,"nominal1",1793,4,"nominal3",1.74,10,152,10.65,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
82,"nominal1",1793,4,"nominal3",1.74,10,152,10.65,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1793,4,"nominal3",1.74,10,152,10.65,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1793,4,"nominal3",1.74,10,152,10.65,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1793,4,"nominal3",1.74,10,152,10.65,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1793,4,"nominal3",1.74,10,152,10.65,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
105,"nominal1",1794,4,"nominal3",1.158,10,170,11.91,"nominal6","nominal11",2,"nominal21","nominal29","nominal33",4
86,"nominal1",1795,4,"nominal3",1.116,11,160,11.2,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
86,"nominal1",1795,4,"nominal3",1.116,11,160,11.2,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
86,"nominal1",1795,4,"nominal3",1.116,11,160,11.2,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
86,"nominal1",1795,4,"nominal3",1.116,11,160,11.2,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
86,"nominal1",1795,4,"nominal3",1.116,11,160,11.2,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
88,"nominal1",1795,4,"nominal3",1.116,9999,160,11.2,"nominal6","missing_value",2,"nominal21","missing_value","missing_value",4
88,"nominal1",1795,4,"nominal3",1.116,9999,160,11.2,"nominal6","missing_value",2,"nominal21","missing_value","missing_value",4
88,"nominal1",1795,4,"nominal3",1.116,11,165,11.55,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
88,"nominal1",1795,4,"nominal3",1.116,11,165,11.55,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
88,"nominal1",1795,4,"nominal3",1.116,11,166,11.62,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
88,"nominal1",1795,4,"nominal3",1.116,11,165,11.55,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
88,"nominal1",1795,4,"nominal3",1.116,11,165,11.55,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
107,"nominal1",1795,4,"nominal3",1.116,11,174,12.18,"nominal6","nominal12",2,"nominal21","nominal31","nominal33",4
107,"nominal1",1795,4,"nominal3",1.116,11,174,12.18,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1796,4,"nominal3",1.96,11,170,11.89,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1796,4,"nominal3",1.96,11,170,11.89,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1796,4,"nominal3",1.96,11,170,11.89,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1796,4,"nominal3",1.96,11,170,11.89,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1796,4,"nominal3",1.96,11,170,11.89,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1796,4,"nominal3",1.96,11,170,11.89,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1796,4,"nominal3",1.96,11,170,11.89,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1796,4,"nominal3",1.92,10,160,11.2,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1796,4,"nominal3",1.92,10,158,11.06,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1796,4,"nominal3",1.96,11,170,11.89,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1796,4,"nominal3",1.96,11,170,11.89,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1796,4,"nominal3",1.96,11,170,11.89,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1796,4,"nominal3",1.96,11,170,11.89,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
124,"nominal1",1797,4,"nominal3",1.77,10,166,11.61,"nominal6","nominal12",2,"nominal19","nominal32","nominal33",4
124,"nominal1",1797,4,"nominal3",1.77,10,166,11.61,"nominal6","nominal12",2,"nominal19","nominal32","nominal33",4
140,"nominal1",1797,4,"nominal3",1.77,11,178,12.45,"nominal6","nominal12",2,"nominal19","nominal32","nominal33",4
85,"nominal1",1799,4,"nominal3",1.54,11,170,11.87,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1799,4,"nominal3",1.54,11,170,11.87,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1799,4,"nominal3",1.54,11,170,11.87,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1799,4,"nominal3",1.54,11,170,11.87,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
85,"nominal1",1799,4,"nominal3",1.54,11,170,11.87,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
90,"nominal1",1799,4,"nominal3",0.923,10,170,11.87,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
90,"nominal1",1799,4,"nominal3",0.923,10,170,11.87,"nominal6","nominal11",2,"nominal21","nominal28","nominal33",4
88,"nominal1",1834,4,"nominal3",1.99,12,174,11.92,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
88,"nominal1",1834,4,"nominal3",1.99,12,174,11.92,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
90,"nominal1",1834,4,"nominal3",1.99,12,174,11.92,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
90,"nominal1",1834,4,"nominal3",1.99,12,174,11.92,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
92,"nominal1",1834,4,"nominal3",1.99,13,174,11.92,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
92,"nominal1",1834,4,"nominal3",1.99,12,174,11.92,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
92,"nominal1",1834,4,"nominal3",1.99,12,174,11.92,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
92,"nominal1",1834,4,"nominal3",1.99,12,174,11.92,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
92,"nominal1",1834,4,"nominal3",1.99,12,174,11.92,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
92,"nominal1",1834,4,"nominal3",1.99,12,174,11.92,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
92,"nominal1",1834,4,"nominal3",1.99,12,174,11.92,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
92,"nominal1",1834,4,"nominal3",1.99,12,174,11.92,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
92,"nominal1",1834,4,"nominal3",1.99,12,174,11.92,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
92,"nominal1",1834,4,"nominal3",1.99,13,174,11.92,"nominal6","nominal12",2,"nominal20","nominal27","nominal33",4
99,"nominal1",1834,4,"nominal3",1.99,10,162,11.1,"nominal6","nominal12",2,"nominal19","nominal27","nominal33",4
99,"nominal1",1834,4,"nominal3",1.99,11,162,11.1,"nominal6","nominal12",2,"nominal19","nominal27","nominal33",4
74,"nominal1",1840,4,"nominal3",1.24,10,152,10.38,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
74,"nominal1",1840,4,"nominal3",1.24,10,152,10.38,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
74,"nominal1",1840,4,"nominal3",1.24,10,152,10.38,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
74,"nominal1",1840,4,"nominal3",1.24,10,153,10.45,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
84,"nominal1",1840,4,"nominal3",1.24,10,161,11,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
84,"nominal1",1840,4,"nominal3",1.24,10,161,11,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
84,"nominal1",1840,4,"nominal3",1.24,10,161,11,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
84,"nominal1",1840,4,"nominal3",1.24,10,161,11,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
89,"nominal1",1840,4,"nominal3",0.988,10,152,10.38,"nominal6","nominal15",2,"nominal21","nominal27","nominal33",4
89,"nominal1",1840,4,"nominal3",0.988,10,152,10.38,"nominal6","nominal15",2,"nominal21","nominal27","nominal33",4
89,"nominal1",1840,4,"nominal3",0.988,10,152,10.38,"nominal6","nominal15",2,"nominal21","nominal27","nominal33",4
103,"nominal1",1840,4,"nominal3",1.24,10,162,11.06,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
100,"nominal1",1850,4,"nominal3",0.959,10,175,11.89,"nominal6","nominal12",1,"nominal25","nominal32","nominal33",4
100,"nominal1",1850,4,"nominal3",0.959,10,175,11.89,"nominal6","nominal12",1,"nominal25","nominal32","nominal33",4
100,"nominal1",1850,4,"nominal3",0.959,10,175,11.89,"nominal6","nominal12",1,"nominal25","nominal32","nominal33",4
100,"nominal1",1850,4,"nominal3",0.959,10,175,11.89,"nominal6","nominal12",1,"nominal25","nominal32","nominal33",4
147,"nominal1",1855,4,"nominal3",1.111,9,300,20.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
147,"nominal1",1855,4,"nominal3",1.111,9,300,20.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
147,"nominal1",1855,4,"nominal3",1.111,9,300,20.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
147,"nominal1",1855,4,"nominal3",1.111,9,300,20.32,"nominal6","nominal12",2,"nominal21","nominal27","nominal33",4
40,"nominal2",1870,4,"nominal3",1.163,22,120,8.06,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
47,"nominal2",1870,4,"nominal3",1.163,22,118,7.93,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
47,"nominal2",1870,4,"nominal3",1.163,22,118,7.93,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
47,"nominal2",1870,4,"nominal3",1.163,22,120,8.06,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
66,"nominal2",1870,4,"nominal3",1.163,21,176,11.83,"nominal6","nominal12",1,"nominal21","nominal27","nominal33",2
