"maximal.torque","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14","Attribute15","Attribute16","Attribute17","Attribute18","Attribute19","Attribute20","Attribute21","Attribute22","Attribute23","Attribute24","Attribute25","Attribute26","Attribute27","Attribute28","Attribute29","Attribute30","Attribute31","Attribute32"
152,"nominal1","nominal4","nominal10",4,"nominal12",1793,82,10,5800,9999,9999,9999,10.65,1.74,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,14,"nominal34","nominal40",2,"nominal47","missing_value","nominal58","nominal61"
152,"nominal1","nominal4","nominal10",4,"nominal12",1793,81,10,5750,9999,9999,9999,10.65,1.74,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,13.7,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
152,"nominal1","nominal4","nominal10",4,"nominal12",1793,81,10,5750,9999,9999,9999,10.65,1.74,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,14.1,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
152,"nominal1","nominal4","nominal10",4,"nominal12",1793,85,10,5750,9999,9999,9999,10.65,1.74,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,14.4,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
152,"nominal1","nominal4","nominal10",4,"nominal12",1793,85,10,5750,9999,9999,9999,10.65,1.74,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,14.8,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
152,"nominal1","nominal4","nominal10",4,"nominal12",1840,74,10,5500,9999,9999,9999,10.38,1.24,"nominal17","nominal23","nominal29",4,6,35,9999,6,9999,9999,17.1,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
152,"nominal1","nominal4","nominal10",4,"nominal12",1840,89,10,6200,800,9999,9999,10.38,0.988,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,11.9,"nominal34","nominal43",2,"nominal47","nominal52","nominal58","nominal61"
152,"nominal1","nominal4","nominal10",4,"nominal12",1793,85,10,5750,9999,9999,9999,10.65,1.74,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,15,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
152,"nominal1","nominal4","nominal10",4,"nominal12",1793,85,10,5750,9999,9999,9999,10.65,1.74,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,15.4,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
153,"nominal1","nominal4","nominal10",4,"nominal12",1762,74,9,6000,850,9999,9999,10.91,0.981,"nominal17","nominal23","nominal29",2,8,41.6,9.7,8,34.5,9.7,14.9,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
153,"nominal1","nominal4","nominal10",4,"nominal12",1762,74,9,6000,850,9999,9999,10.91,0.981,"nominal17","nominal23","nominal29",2,8,41.6,9.7,8,34.5,9.7,15,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
153,"nominal1","nominal4","nominal10",4,"nominal12",1762,74,9,6000,850,6500,9999,10.91,0.981,"nominal17","nominal23","nominal29",2,8,41.6,9.7,8,34.5,9.7,16.5,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
153,"nominal1","nominal4","nominal10",4,"nominal12",1762,74,9,6000,850,6500,9999,10.91,0.981,"nominal17","nominal23","nominal29",2,8,41.6,9.7,8,34.5,9.7,16,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
153,"nominal1","nominal4","nominal10",4,"nominal12",1762,74,9,6000,850,6500,9999,10.91,0.981,"nominal17","nominal23","nominal29",2,8,41.6,9.7,8,34.5,9.7,15.1,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
153,"nominal1","nominal4","nominal10",4,"nominal12",1762,74,9,6000,850,9999,9999,10.91,0.981,"nominal17","nominal23","nominal29",2,8,41.6,9.7,8,34.5,9.7,15.5,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
153,"nominal1","nominal4","nominal10",4,"nominal12",1762,74,9,6000,850,6500,9999,10.91,0.981,"nominal17","nominal23","nominal29",2,8,41.6,9.7,8,34.5,9.7,16,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
153,"nominal3","nominal4","nominal10",4,"nominal12",1840,74,10,5500,725,9999,9999,10.45,1.24,"nominal17","nominal23","nominal29",4,6,33,9999,6,28,9999,17.7,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
154,"nominal1","nominal4","nominal10",4,"nominal12",1747,83,10,5800,9999,6550,9999,11.08,1.9,"nominal17","nominal23","nominal29",4,6.9,33,7.5,6.9,27.5,7.5,13.3,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
154,"nominal1","nominal4","nominal10",4,"nominal12",1747,83,10,5800,850,6500,9999,11.08,1.9,"nominal17","nominal23","nominal29",4,6.9,33.4,7.5,6.9,27.9,7.5,14.4,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
154,"nominal1","nominal4","nominal10",4,"nominal12",1747,83,10,5800,850,6500,9999,11.08,1.9,"nominal17","nominal23","nominal29",4,6.9,33.4,7.5,6.9,27.9,7.5,13.6,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
154,"nominal1","nominal4","nominal10",4,"nominal12",1747,83,10,5800,850,6500,9999,11.08,1.9,"nominal17","nominal23","nominal29",4,6.9,33.4,7.5,6.9,27.9,7.5,15.1,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
155,"nominal1","nominal4","nominal10",4,"nominal12",1762,81,10,5500,850,9999,9999,11.05,0.981,"nominal17","nominal23","nominal29",4,9999,32.8,7.9,9999,27.5,7.9,15.6,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
155,"nominal1","nominal4","nominal10",4,"nominal12",1762,81,10,5500,850,9999,9999,11.05,0.981,"nominal17","nominal23","nominal29",4,9999,32.8,7.9,9999,27.5,7.9,15.9,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
155,"nominal1","nominal4","nominal10",4,"nominal12",1762,81,10,5500,850,9999,9999,11.05,0.981,"nominal17","nominal23","nominal29",4,9999,34.7,7.9,9999,29.7,7.9,13.6,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
155,"nominal1","nominal4","nominal10",4,"nominal12",1762,81,10,5500,850,9999,9999,11.05,0.981,"nominal17","nominal23","nominal29",4,9999,34.7,7.9,9999,29.7,7.9,13.8,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
155,"nominal1","nominal4","nominal10",4,"nominal12",1762,81,10,5500,850,6400,9999,11.05,0.981,"nominal17","nominal23","nominal29",4,7,34.7,10.2,7,29.7,10.2,13.8,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
155,"nominal1","nominal4","nominal10",4,"nominal12",1762,81,10,5500,850,6400,9999,11.05,0.981,"nominal17","nominal23","nominal29",4,7,34.7,10.2,7,29.7,10.2,15.6,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
155,"nominal1","nominal4","nominal10",4,"nominal12",1762,81,10,5600,600,9999,9999,11.05,1.56,"nominal17","nominal23","nominal29",4,6,31,9999,6,24.5,9999,14.9,"nominal34","nominal42",2,"nominal47","nominal52","nominal58","nominal61"
155,"nominal1","nominal4","nominal10",4,"nominal12",1762,81,10,5600,600,9999,9999,11.05,1.56,"nominal17","nominal23","nominal29",4,6,31,9999,6,24.5,9999,15.2,"nominal34","nominal42",2,"nominal47","nominal52","nominal58","nominal61"
155,"nominal1","nominal4","nominal10",4,"nominal12",1762,81,10,5600,600,9999,9999,11.05,1.56,"nominal17","nominal23","nominal29",4,6,31,9999,6,24.5,9999,15.1,"nominal34","nominal42",2,"nominal47","nominal52","nominal58","nominal61"
155,"nominal1","nominal4","nominal10",4,"nominal12",1762,81,10,5600,600,9999,9999,11.05,1.56,"nominal17","nominal23","nominal29",4,6,31,9999,6,24.5,9999,15.5,"nominal34","nominal42",2,"nominal47","nominal52","nominal58","nominal61"
155,"nominal1","nominal4","nominal10",4,"nominal12",1762,81,10,5500,850,9999,9999,11.05,0.981,"nominal17","nominal23","nominal29",4,9999,32.8,7.9,9999,27.5,7.9,16.2,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
155,"nominal1","nominal4","nominal10",4,"nominal12",1762,81,10,5500,850,9999,9999,11.05,0.981,"nominal17","nominal23","nominal29",4,9999,34.7,7.9,9999,29.7,7.9,14.2,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
155,"nominal1","nominal4","nominal10",4,"nominal12",1762,81,10,5500,850,6400,9999,11.05,0.981,"nominal17","nominal23","nominal29",4,7,34.7,10.2,7,29.7,10.2,14.8,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
155,"nominal1","nominal4","nominal10",4,"nominal12",1762,81,10,5500,850,6400,9999,11.05,0.981,"nominal17","nominal23","nominal29",4,7,34.7,10.2,7,29.7,10.2,16.2,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
155,"nominal1","nominal4","nominal10",4,"nominal12",1762,81,10,5500,850,6400,9999,11.05,0.981,"nominal17","nominal23","nominal29",4,7,34.7,10.2,7,29.7,10.2,16.4,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
155,"nominal1","nominal4","nominal10",4,"nominal12",1762,81,10,5600,600,9999,9999,11.05,1.56,"nominal17","nominal23","nominal29",4,6,31,9999,6,24.5,9999,15.3,"nominal34","nominal42",2,"nominal47","nominal52","nominal58","nominal61"
155,"nominal1","nominal4","nominal10",4,"nominal12",1762,81,10,5600,600,9999,9999,11.05,1.56,"nominal17","nominal23","nominal29",4,6,31,9999,6,24.5,9999,15.7,"nominal34","nominal42",2,"nominal47","nominal52","nominal58","nominal61"
158,"nominal1","nominal4","nominal10",4,"nominal12",1769,84,10,5600,700,9999,9999,11.22,1.1,"nominal17","nominal25","nominal29",4,5.5,30,9999,5.5,24,9999,15.6,"nominal34","nominal39",2,"nominal47","nominal52","nominal57","nominal61"
158,"nominal1","nominal4","nominal10",4,"nominal12",1796,85,10,5750,800,7100,9999,11.06,1.92,"nominal17","nominal23","nominal29",4,6,33,9.1,6,28,7.9,15.4,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
158,"nominal1","nominal4","nominal10",4,"nominal12",1769,83,10,5600,700,9999,9999,11.22,1.1,"nominal17","nominal25","nominal29",4,5.5,30,9999,5.5,25,9999,15.8,"nominal34","nominal39",2,"nominal47","nominal52","nominal57","nominal61"
159,"nominal3","nominal4","nominal10",4,"nominal12",1968,62,9,4300,800,5300,9999,10.15,1.179,"nominal17","nominal23","nominal29",2,8,40,10.2,8,33,10.2,27.5,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
159,"nominal3","nominal4","nominal10",4,"nominal12",1968,62,9,4300,800,5300,9999,10.15,1.179,"nominal17","nominal23","nominal29",2,8,40,10.2,8,33,10.2,28.1,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
160,"nominal1","nominal4","nominal11",4,"nominal12",1689,44,19,3600,760,4850,4650,11.9,1.5,"nominal16","nominal23","nominal29",4,6,29.6,8.5,7,24.6,8,24.3,"nominal34","nominal38",2,"nominal48","nominal53","nominal57","nominal62"
160,"nominal1","nominal4","nominal10",4,"nominal12",1795,88,9999,5500,9999,9999,9999,11.2,1.116,"nominal17","missing_value","missing_value",4,9999,9999,9999,9999,9999,9999,15.7,"nominal34","missing_value",2,"nominal47","nominal52","nominal58","nominal61"
160,"nominal1","nominal4","nominal10",4,"nominal12",1795,88,9999,5500,9999,9999,9999,11.2,1.116,"nominal17","missing_value","missing_value",4,9999,9999,9999,9999,9999,9999,16.1,"nominal34","missing_value",2,"nominal47","nominal52","nominal58","nominal61"
160,"nominal1","nominal4","nominal10",4,"nominal12",1795,86,11,5500,9999,9999,9999,11.2,1.116,"nominal17","nominal23","nominal29",4,6,9999,9999,6,9999,9999,12.3,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
160,"nominal1","nominal4","nominal10",4,"nominal12",1795,86,11,5500,9999,9999,9999,11.2,1.116,"nominal17","nominal23","nominal29",4,6,9999,9999,6,9999,9999,13.4,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
160,"nominal1","nominal4","nominal10",4,"nominal12",1795,86,11,5500,9999,9999,9999,11.2,1.116,"nominal17","nominal23","nominal29",4,6,9999,9999,6,9999,9999,13.7,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
160,"nominal1","nominal4","nominal10",4,"nominal12",1795,86,11,5500,9999,9999,9999,11.2,1.116,"nominal17","nominal23","nominal29",4,6,9999,9999,6,9999,9999,13.4,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
160,"nominal1","nominal4","nominal10",4,"nominal12",1795,86,11,5500,9999,9999,9999,11.2,1.116,"nominal17","nominal23","nominal29",4,6,9999,9999,6,9999,9999,13.7,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
160,"nominal1","nominal4","nominal10",4,"nominal12",1796,85,10,55000,9999,9999,9999,11.2,1.92,"nominal17","nominal23","nominal29",4,6,33,9.1,6,28,7.9,13.8,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
161,"nominal1","nominal4","nominal10",4,"nominal12",1840,84,10,6000,750,9999,9999,11,1.24,"nominal17","nominal23","nominal29",4,6,33,9999,6,28,9999,14.2,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
161,"nominal1","nominal4","nominal10",4,"nominal12",1840,84,10,6000,750,9999,9999,11,1.24,"nominal17","nominal23","nominal29",4,6,33,9999,6,28,9999,14.4,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
161,"nominal3","nominal4","nominal10",4,"nominal12",1840,84,10,6000,750,9999,9999,11,1.24,"nominal17","nominal23","nominal29",4,6,33,9999,6,28,9999,15.7,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
161,"nominal3","nominal4","nominal10",4,"nominal12",1840,84,10,6000,750,9999,9999,11,1.24,"nominal17","nominal23","nominal29",4,6,33,9999,6,28,9999,15.8,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
162,"nominal1","nominal5","nominal10",4,"nominal12",1840,103,10,6500,850,9999,9999,11.06,1.24,"nominal17","nominal23","nominal29",4,6,33,9999,6,28,9999,10,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
162,"nominal1","nominal4","nominal10",4,"nominal12",1834,99,10,6500,9999,9999,9999,11.1,1.99,"nominal15","nominal23","nominal29",4,6,30,9999,6,27,9999,10.9,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
162,"nominal1","nominal4","nominal10",4,"nominal12",1834,99,11,6500,800,9999,9999,11.1,1.99,"nominal15","nominal23","nominal29",4,6,30,9999,6,27,9999,10.5,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
163,"nominal1","nominal4","nominal10",4,"nominal12",1749,85,11,5500,700,9999,9999,11.71,0.984,"nominal17","nominal23","nominal29",4,6,29.8,8.5,6,27.2,8.2,14.6,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
163,"nominal1","nominal4","nominal10",4,"nominal12",1749,85,11,5500,700,9999,9999,11.71,0.984,"nominal17","nominal23","nominal29",4,6,29.8,8.5,6,27.2,8.2,14.6,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
164,"nominal1","nominal4","nominal10",4,"nominal12",1747,96,10,6300,850,7150,7000,11.8,1.9,"nominal17","nominal25","nominal29",4,7,33,9,7,27.5,9.5,11,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
164,"nominal1","nominal4","nominal10",4,"nominal12",1747,96,10,6300,850,7150,7000,11.8,1.9,"nominal17","nominal25","nominal29",4,7,33,9,7,27.5,9.5,12.3,"nominal34","nominal40",2,"nominal47","nominal52","nominal60","nominal61"
164,"nominal1","nominal4","nominal10",4,"nominal12",1747,96,10,6300,800,6550,9999,11.8,1.9,"nominal17","nominal24","nominal29",4,7,33.7,7,7,28.2,7.5,10.8,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
164,"nominal1","nominal4","nominal10",4,"nominal12",1747,96,10,6300,800,6550,9999,11.8,1.9,"nominal17","nominal24","nominal29",4,7,33.7,7,7,28.2,7.5,13.5,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
164,"nominal1","nominal4","nominal10",4,"nominal12",1747,96,10,6300,800,6550,9999,11.8,1.9,"nominal17","nominal24","nominal29",4,7,33.7,7,7,28.2,7.5,14,"nominal34","nominal40",2,"nominal47","nominal52","nominal57","nominal61"
165,"nominal1","nominal5","nominal10",4,"nominal12",1895,77,10,5300,850,6000,6000,10.94,0.982,"nominal16","nominal23","nominal29",2,7,42,9999,7,36,9999,15.3,"nominal34","nominal43",1,"nominal47","nominal52","nominal57","nominal61"
165,"nominal1","nominal5","nominal10",4,"nominal12",1895,77,10,5300,850,6000,6000,10.94,0.982,"nominal16","nominal23","nominal29",2,7,42,9999,7,36,9999,15.8,"nominal34","nominal43",1,"nominal47","nominal52","nominal57","nominal61"
165,"nominal1","nominal5","nominal10",4,"nominal12",1895,77,10,5300,850,6000,6000,10.94,0.982,"nominal16","nominal23","nominal29",2,7,42,9999,7,36,9999,16.7,"nominal34","nominal43",1,"nominal47","nominal52","nominal57","nominal61"
165,"nominal1","nominal5","nominal10",4,"nominal12",1895,77,10,5300,850,6000,6000,10.94,0.982,"nominal16","nominal23","nominal29",2,7,42,9999,7,36,9999,17.1,"nominal34","nominal43",1,"nominal47","nominal52","nominal57","nominal61"
165,"nominal1","nominal4","nominal11",4,"nominal12",1686,55,18,4400,800,9999,9999,12.3,1.89,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,21.3,"nominal34","nominal40",2,"nominal48","nominal53","nominal57","nominal65"
165,"nominal1","nominal4","nominal11",4,"nominal12",1686,55,18,4400,800,9999,9999,12.3,1.89,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,21.6,"nominal34","nominal40",2,"nominal48","nominal53","nominal57","nominal65"
165,"nominal1","nominal4","nominal11",4,"nominal12",1686,55,18,4400,800,9999,9999,12.3,1.89,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,21.6,"nominal34","nominal40",2,"nominal48","nominal53","nominal57","nominal65"
165,"nominal1","nominal4","nominal11",4,"nominal12",1686,55,18,4400,800,9999,9999,12.3,1.89,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,21.3,"nominal34","nominal40",2,"nominal48","nominal53","nominal57","nominal65"
165,"nominal1","nominal4","nominal11",4,"nominal12",1686,55,18,4400,800,9999,9999,12.3,1.89,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,21.6,"nominal34","nominal40",2,"nominal48","nominal53","nominal57","nominal65"
165,"nominal1","nominal4","nominal10",4,"nominal12",1731,85,11,5500,750,6800,6500,11.98,0.964,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,14.9,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
165,"nominal1","nominal4","nominal10",4,"nominal12",1731,85,11,5500,750,6800,6500,11.98,0.964,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,15.2,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
165,"nominal1","nominal5","nominal10",4,"nominal12",1795,88,11,5500,875,9999,9999,11.55,1.116,"nominal17","nominal23","nominal29",4,9999,27.3,9999,9999,24,9999,12,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
165,"nominal1","nominal5","nominal10",4,"nominal12",1795,88,11,5500,875,9999,9999,11.55,1.116,"nominal17","nominal23","nominal29",4,9999,27.3,9999,9999,24,9999,12,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
165,"nominal1","nominal4","nominal10",4,"nominal12",1731,85,11,5500,9999,9999,9999,11.98,0.964,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,15.3,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
165,"nominal1","nominal4","nominal10",4,"nominal12",1731,85,11,5500,9999,9999,9999,11.98,0.964,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,15.5,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
165,"nominal2","nominal6","nominal10",4,"nominal12",1795,88,11,5550,9999,6500,9999,11.55,1.116,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,15.7,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
165,"nominal2","nominal6","nominal10",4,"nominal12",1795,88,11,5550,9999,6500,9999,11.55,1.116,"nominal17","nominal23","nominal29",4,9999,9999,9999,9999,9999,9999,16.2,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
165,"nominal3","nominal5","nominal10",4,"nominal12",1997,83,10,5250,9999,9999,9999,10.38,1.35,"nominal21","nominal23","nominal29",4,6,34,9999,6,30.5,9999,19.3,"nominal34","nominal40",1,"nominal47","nominal52","nominal57","nominal61"
166,"nominal1","nominal4","nominal10",4,"nominal12",1984,85,10,5400,800,6500,9999,10.51,1.125,"nominal17","nominal23","nominal29",2,8,40,9999,8,33,9999,14.2,"nominal34","nominal40",1,"nominal47","nominal52","nominal57","nominal61"
166,"nominal1","nominal4","nominal10",4,"nominal12",1984,85,10,5400,800,6500,9999,10.51,1.125,"nominal17","nominal23","nominal29",2,8,40,9999,8,33,9999,14.5,"nominal34","nominal40",1,"nominal47","nominal52","nominal57","nominal61"
166,"nominal1","nominal5","nominal10",4,"nominal12",1795,88,11,5500,875,9999,9999,11.62,1.116,"nominal17","nominal23","nominal29",4,9999,27.3,9999,9999,24,9999,7.7,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
166,"nominal1","nominal4","nominal10",4,"nominal12",1797,124,10,7600,750,8400,9999,11.61,1.77,"nominal15","nominal28","nominal29",4,9999,9999,9999,9999,9999,9999,9.6,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
166,"nominal1","nominal4","nominal10",4,"nominal12",1797,124,10,7600,750,8400,9999,11.61,1.77,"nominal15","nominal28","nominal29",4,9999,9999,9999,9999,9999,9999,10,"nominal34","nominal40",2,"nominal47","nominal52","nominal58","nominal61"
168,"nominal1","nominal4","nominal10",4,"nominal12",1781,92,10,5800,800,9999,9999,11.85,1.67,"nominal17","nominal23","nominal29",5,6,27,8.8,6,30,10.3,14.8,"nominal34","nominal41",2,"nominal47","nominal52","nominal57","nominal61"
168,"nominal1","nominal4","nominal10",4,"nominal12",1781,92,10,5800,800,9999,9999,11.85,1.67,"nominal17","nominal23","nominal29",5,6,27,8.8,6,30,10.3,15,"nominal34","nominal41",2,"nominal47","nominal52","nominal57","nominal61"
168,"nominal1","nominal4","nominal10",4,"nominal12",1781,92,10,5800,860,7100,9999,11.85,1.67,"nominal17","nominal24","nominal29",5,6,27,9999,6,30,9999,14,"nominal34","nominal41",2,"nominal47","nominal52","nominal57","nominal61"
168,"nominal1","nominal4","nominal10",4,"nominal12",1781,92,10,5800,860,7100,9999,11.85,1.67,"nominal17","nominal24","nominal29",5,6,27,9999,6,30,9999,14.2,"nominal34","nominal41",2,"nominal47","nominal52","nominal57","nominal61"
168,"nominal1","nominal6","nominal10",4,"nominal12",1781,92,10,5800,860,7100,9999,11.85,1.67,"nominal17","nominal24","nominal29",5,6,27,9999,6,30,9999,15,"nominal34","nominal41",2,"nominal47","nominal52","nominal57","nominal61"
168,"nominal1","nominal4","nominal10",4,"nominal12",1998,84,10,5400,770,9999,9999,10.57,1.125,"nominal17","nominal23","nominal29",2,8,40,9999,8,32.5,9999,13.2,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
168,"nominal1","nominal4","nominal10",4,"nominal12",1998,84,10,5400,770,9999,9999,10.57,1.125,"nominal17","nominal23","nominal29",2,8,40,9999,8,32.5,9999,12.4,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
168,"nominal1","nominal4","nominal10",4,"nominal12",1998,84,10,5400,770,9999,9999,10.57,1.125,"nominal17","nominal23","nominal29",2,8,40,9999,8,32.5,9999,12.8,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
168,"nominal1","nominal4","nominal10",4,"nominal12",1998,84,10,5400,770,9999,9999,10.57,1.125,"nominal17","nominal23","nominal29",2,8,40,9999,8,32.5,9999,12.9,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
168,"nominal1","nominal4","nominal10",4,"nominal12",1998,84,10,5400,770,9999,9999,10.57,1.125,"nominal17","nominal23","nominal29",2,8,40,9999,8,32.5,9999,13.8,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
168,"nominal1","nominal4","nominal10",4,"nominal12",1998,84,10,5400,770,9999,9999,10.57,1.125,"nominal17","nominal23","nominal29",2,8,40,9999,8,32.5,9999,13.8,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
168,"nominal1","nominal4","nominal10",4,"nominal12",1998,84,10,5400,770,9999,9999,10.57,1.125,"nominal17","nominal23","nominal29",2,8,40,9999,8,32.5,9999,13.5,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
168,"nominal1","nominal4","nominal10",4,"nominal12",1998,84,10,5400,770,9999,9999,10.57,1.125,"nominal17","nominal23","nominal29",2,8,40,9999,8,32.5,9999,13.3,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
168,"nominal1","nominal4","nominal10",4,"nominal12",1998,84,10,5400,820,9999,9999,10.57,1.125,"nominal17","nominal23","nominal29",2,8,40,9999,8,32.5,9999,15.4,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
168,"nominal1","nominal4","nominal10",4,"nominal12",1781,92,10,5800,800,9999,9999,11.85,1.67,"nominal17","nominal23","nominal29",5,6,27,8.8,6,30,10.3,15.4,"nominal34","nominal41",2,"nominal47","nominal52","nominal57","nominal61"
168,"nominal1","nominal4","nominal10",4,"nominal12",1781,92,10,5800,800,9999,9999,11.85,1.67,"nominal17","nominal23","nominal29",5,6,27,8.8,6,30,10.3,15.6,"nominal34","nominal41",2,"nominal47","nominal52","nominal57","nominal61"
168,"nominal1","nominal4","nominal10",4,"nominal12",1781,92,10,5800,860,7100,9999,11.85,1.67,"nominal17","nominal24","nominal29",5,6,27,9999,6,30,9999,14.6,"nominal34","nominal41",2,"nominal47","nominal52","nominal57","nominal61"
168,"nominal1","nominal6","nominal10",4,"nominal12",1781,92,10,5800,860,7100,9999,11.85,1.67,"nominal17","nominal24","nominal29",5,6,27,9999,6,30,9999,15.5,"nominal34","nominal41",2,"nominal47","nominal52","nominal57","nominal61"
168,"nominal1","nominal4","nominal10",4,"nominal12",1998,84,10,5400,820,9999,9999,10.57,1.125,"nominal17","nominal23","nominal29",2,8,40,9999,8,32.5,9999,15.9,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
168,"nominal3","nominal4","nominal10",4,"nominal12",1998,84,10,5400,770,9999,9999,10.57,1.125,"nominal17","nominal23","nominal29",2,8,40,9999,8,32.5,9999,17.7,"nominal34","nominal40",1,"nominal47","nominal52","nominal58","nominal61"
