"fuel.consumption.country","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14","Attribute15","Attribute16","Attribute17","Attribute18","Attribute19","Attribute20","Attribute21","Attribute22","Attribute23","Attribute24","Attribute25","Attribute26","Attribute27","Attribute28","Attribute29","Attribute30","Attribute31","Attribute32","Attribute33","Attribute34","Attribute35","Attribute36","Attribute37"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1598,55,10,5200,850,9999,9999,10.07,9999,9999,14.5,1105,520,20.1,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4252,1709,1425,2606,170,128,0.589,34.9,3.329,"nominal52","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1598,55,10,5200,850,9999,9999,10.07,9999,9999,14.5,1085,520,19.7,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4110,1709,1425,2606,170,128,0.609,39.1,2.968,"nominal52","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1598,55,10,5200,850,9999,9999,10.07,9999,9999,14.5,1105,520,20.1,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4110,1709,1425,2606,170,128,0.629,39.1,2.968,"nominal52","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1799,85,11,5400,850,9999,9999,11.87,9999,9999,11,1258,542,14.8,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4495,1707,1425,2637,203,170,0.557,33.9,3.329,"nominal52","nominal56"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1799,85,11,5400,850,9999,9999,11.87,9999,9999,11,1273,542,15,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4495,1707,1425,2637,203,170,0.557,33.9,3.329,"nominal52","nominal56"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1598,55,10,4500,690,9999,9999,10.62,9999,9999,12,965,485,17.5,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",3883,1635,1415,2450,170,135,0.679,35.8,2.875,"nominal50","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1361,55,10,5500,850,9999,9999,10.25,9999,9999,12,1020,560,18.5,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4167,1698,1401,2540,175,111,0.634,32.4,3.287,"nominal50","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1361,55,10,5500,850,9999,9999,10.25,9999,9999,14.1,1030,550,18.7,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4167,1698,1401,2540,175,111,0.634,32.4,3.287,"nominal50","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1361,55,10,5500,850,6500,9999,10.25,9999,9999,14.9,1040,475,18.9,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4267,1689,1379,2580,168,111,0.672,35,3.116,"nominal50","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1361,55,10,5500,850,6500,9999,10.25,9999,9999,14.7,1030,450,18.7,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4030,1680,1353,2580,165,111,0.672,35,3.116,"nominal50","nominal54"
5.8,"nominal1","nominal8","nominal9",4,"nominal12",2188,83,22,4300,725,9999,9999,13.44,9999,9999,13.2,1575,570,19,"nominal15","nominal21",1,"nominal29","nominal35","missing_value","nominal44",4768,1816,1435,2765,192,234,0.654,39.8,2.917,"nominal51","nominal57"
5.8,"nominal2","nominal7","nominal9",4,"nominal12",1795,107,11,7000,875,9999,9999,12.18,9999,9999,7.7,1070,250,10,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",3914,1629,1274,2376,212,174,0.648,9999,9999,"nominal50","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1795,107,11,6750,9999,9999,9999,12.18,9999,9999,7.8,1015,505,9.5,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",3990,1688,1419,2500,205,174,9999,33.6,3.213,"nominal50","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1296,44,10,6000,850,9999,9999,8.14,9999,9999,15,830,530,18.9,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",3780,1620,1390,2395,155,84,9999,31.5,3.266,"nominal50","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1296,44,10,6000,850,9999,9999,8.14,9999,9999,15,830,530,18.9,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",3780,1620,1390,2395,155,84,9999,31.5,3.266,"nominal50","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1597,66,10,5500,800,9999,9999,10.78,9999,9999,10.5,975,505,14.8,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",3880,1680,1365,2415,185,137,9999,35.3,2.986,"nominal52","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1597,73,10,5750,750,9999,9999,10.78,9999,9999,12.1,1155,510,15.8,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4475,1710,1405,2550,190,137,9999,33.7,3.228,"nominal52","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1597,73,10,5750,750,9999,9999,10.78,9999,9999,12.1,1175,510,16.1,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4475,1710,1405,2550,190,137,9999,33.7,3.228,"nominal52","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1242,55,10,5200,9999,7500,9999,11.13,9999,9999,12.7,914,506,16.6,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",3828,1634,1334,2446,170,110,0.662,32,3.213,"nominal52","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1299,63,11,6000,9999,9999,9999,12,9999,9999,13.8,990,520,15.7,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",3860,1690,1680,2500,155,124,9999,35.8,2.981,"nominal50","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1597,70,10,5250,830,7100,9999,11.17,9999,9999,13.5,1311,639,18.7,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4671,1751,1480,2704,180,142,0.697,36.2,3.114,"nominal52","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1595,74,10,5600,800,6500,9999,11.42,9999,7.8,11.9,1210,535,16.4,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4397,1735,1485,2515,188,145,0.678,32.1,3.613,"nominal50","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1361,55,10,5500,850,6500,9999,10.25,9999,9999,15.3,1065,485,19.4,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4344,1680,1407,2580,165,111,0.679,35,3.116,"nominal50","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1299,56,10,5500,750,9999,9999,11.13,9999,9999,9999,930,425,16.6,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",3500,1620,1700,2360,145,115,0.866,31.8,3.2,"nominal52","nominal54"
5.8,"nominal1","nominal7","nominal9",4,"nominal12",1398,71,11,6000,9999,9999,9999,11.69,9999,9999,11.8,1085,530,15.3,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4340,1690,1490,2465,185,130,9999,32.3,3.37,"nominal50","nominal54"
5.9,"nominal2","nominal8","nominal9",6,"nominal12",3226,145,18,4200,630,4750,4700,18.31,3.7,5.7,8.3,1610,570,11.1,"nominal15","nominal19",2,"nominal29","nominal34","nominal38","nominal43",4818,1799,1440,2833,230,470,0.629,53.4,2.22,"nominal50","nominal57"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1595,74,10,5600,780,6500,9999,11.42,9999,8.2,11.3,1200,550,16.2,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4479,1733,1416,2617,190,145,0.609,32.3,3.595,"nominal50","nominal54"
5.9,"nominal1","nominal8","nominal9",6,"nominal13",2496,110,20,4000,750,4800,9999,15.61,9999,6.7,9.8,1415,550,12.9,"nominal15","nominal23",4,"nominal29","nominal34","nominal38","nominal46",4479,1733,1416,2617,214,310,0.629,50.6,2.294,"nominal51","nominal57"
5.9,"nominal3","nominal8","nominal9",6,"nominal13",2496,110,20,4000,750,4800,9999,15.61,9999,6.3,9.4,1495,550,13.6,"nominal15","nominal23",4,"nominal29","nominal34","nominal38","nominal46",4479,1733,1416,2607,216,310,0.65,53.2,2.182,"nominal51","nominal57"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1297,44,10,5000,800,9999,9999,9.98,9999,9999,15.9,958,507,21.8,"nominal16","nominal18",1,"nominal28","nominal33","nominal38","nominal42",3828,1634,1334,2446,155,103,0.662,35.3,2.93,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1242,55,10,5200,875,7500,9999,11.13,9999,9999,12.7,968,507,17.6,"nominal15","nominal23",2,"nominal28","nominal33","nominal38","nominal42",3828,1634,1334,2446,170,110,0.662,31.8,3.228,"nominal52","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1598,74,11,6000,900,9999,9999,11.8,9999,9999,11.5,1105,520,14.9,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4110,1709,1425,2606,188,150,0.609,34.9,3.329,"nominal52","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1796,85,11,5400,780,9999,9999,11.89,9999,9999,10,1145,520,13.5,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4110,1709,1425,2606,200,170,0.609,34.9,3.329,"nominal52","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1796,85,11,5400,780,9999,9999,11.89,9999,9999,10,1165,520,13.7,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4110,1709,1425,2606,200,170,0.629,34.9,3.329,"nominal52","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1796,85,11,5400,780,9999,9999,11.89,9999,9999,10,1165,520,13.7,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4252,1709,1425,2606,200,170,0.589,34.9,3.329,"nominal52","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1598,78,11,6000,900,9999,9999,11.64,9999,9999,10.5,1031,319,13.2,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",3922,1596,1332,2443,203,148,0.552,32.2,3.329,"nominal52","nominal56"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1199,48,10,5600,780,9999,9999,11.53,9999,9999,17,940,495,19.6,"nominal15","nominal24",2,"nominal28","nominal33","nominal38","nominal42",3741,1608,1424,2443,155,110,0.66,33.8,3.49,"nominal52","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1199,48,10,5600,780,9999,9999,11.53,9999,9999,18,940,495,19.6,"nominal15","nominal24",2,"nominal28","nominal33","nominal38","nominal42",3741,1608,1424,2443,155,110,0.66,33.8,3.49,"nominal52","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1796,85,11,5400,780,9999,9999,11.89,9999,7,9.9,1185,420,13.9,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4267,1709,1390,2606,206,170,0.563,33.6,3.329,"nominal52","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1598,55,10,4600,800,9999,9999,10.62,9999,9999,14.4,1180,525,21.5,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4511,1731,1429,2512,170,135,0.656,34.8,3.4,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1781,55,9,5000,875,9999,9999,9.88,9999,9.7,15.5,1155,425,21,"nominal15","nominal21",1,"nominal28","nominal36","nominal39","nominal42",4081,1695,1425,2472,163,140,0.651,38.8,2.732,"nominal50","nominal54"
5.9,"nominal1","nominal8","nominal9",4,"nominal12",2446,95,22,4300,750,4800,9999,14.64,9999,9999,12.1,1580,550,16.6,"nominal15","nominal21",1,"nominal29","nominal35","nominal39","nominal44",4708,1794,1394,2850,201,285,0.66,45.4,2.64,"nominal51","nominal57"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1598,55,9,5000,9999,9999,9999,10.22,9999,9999,12.9,1075,570,19.5,"nominal15","nominal21",1,"nominal28","nominal36","nominal39","nominal42",4400,1698,1419,2575,175,130,0.617,32.6,3.233,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1598,66,10,5000,720,9999,9999,10.77,9999,9999,11.5,1075,570,16.3,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4400,1698,1419,2575,184,137,0.617,34.7,3.74,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1598,66,10,5000,720,9999,9999,10.77,9999,9999,11.5,1010,485,15.3,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",3931,1698,1366,2463,187,137,0.627,33,3.233,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1589,73,11,6000,9999,9999,9999,10.91,9999,9999,9.8,975,495,13.4,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4350,1660,1385,2470,180,138,9999,33.1,3.2,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1589,73,11,6000,9999,9999,9999,10.91,9999,9999,9.8,985,485,13.5,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4350,1660,1385,2470,180,138,9999,33.1,3.2,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1296,62,10,6500,850,9999,9999,10.18,9999,9999,13.8,860,500,13.9,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",3780,1620,1390,2395,165,105,9999,29.9,3.437,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",3,"nominal12",989,41,10,5200,9999,9999,9999,11.18,9999,9999,15.9,730,470,17.8,"nominal15","nominal23",2,"nominal28","nominal33","nominal39","nominal42",3410,1475,1420,2345,140,88,9999,24.5,3.966,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",3,"nominal12",989,41,10,5200,9999,9999,9999,11.18,9999,9999,15.9,730,470,17.8,"nominal15","nominal23",2,"nominal28","nominal33","nominal39","nominal42",3410,1475,1420,2345,140,88,9999,24.5,3.966,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1493,84,10,6500,9999,9999,9999,11.28,9999,9999,12.4,1025,500,12.2,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4190,1695,1375,2620,172,134,9999,36.1,2.932,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1493,84,10,6500,9999,9999,9999,11.28,9999,9999,12.2,1050,480,12.5,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4460,1695,1390,2620,177,134,9999,36.1,2.932,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1297,37,10,5000,9999,9999,9999,9.01,9999,9999,19.5,931,474,25.2,"nominal16","nominal18",1,"nominal28","nominal33","nominal38","nominal42",3828,1634,1334,2446,143,93,0.662,35.4,2.93,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1297,37,10,5000,9999,9999,9999,9.01,9999,9999,19.5,948,487,25.6,"nominal16","nominal18",1,"nominal28","nominal33","nominal38","nominal42",3828,1634,1334,2446,143,93,0.662,35.4,2.93,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1598,81,11,6000,9999,9999,9999,11.8,9999,9999,10,1065,550,13.1,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4120,1690,1385,2465,195,150,9999,32.3,3.37,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1598,81,11,6000,9999,9999,9999,11.8,9999,9999,10,1100,515,13.6,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",4290,1690,1385,2465,195,150,9999,32.3,3.37,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1349,55,10,5400,9999,9999,9999,10.71,9999,9999,15,1030,565,18.7,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4237,1678,1432,2520,166,115,9999,35.7,2.965,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1349,55,10,5400,9999,9999,9999,10.71,9999,9999,15,1015,580,18.5,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4074,1678,1432,2520,166,115,9999,35.7,2.965,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1341,63,10,5500,9999,9999,9999,10.78,9999,9999,15.1,1017,538,16.1,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4200,1670,1395,2440,163,115,0.67,42.1,2.54,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1341,63,10,5500,9999,9999,9999,10.78,9999,9999,15.1,1017,538,16.1,"nominal15","nominal21",1,"nominal28","nominal33","nominal38","nominal42",4200,1670,1395,2440,163,115,0.67,42.1,2.54,"nominal50","nominal54"
5.9,"nominal2","nominal8","nominal9",5,"nominal12",2688,125,18,4200,680,4750,4600,18.7,4.1,6.7,9.8,1705,625,13.6,"nominal15","nominal19",2,"nominal29","nominal34","nominal38","nominal43",4839,1799,1505,2833,212,400,0.723,50.2,2.343,"nominal50","nominal57"
5.9,"nominal2","nominal8","nominal9",6,"nominal12",3226,145,18,4200,630,4750,4700,18.31,4.1,6.2,8.8,1710,630,11.8,"nominal15","nominal19",2,"nominal29","nominal34","nominal38","nominal43",4839,1799,1505,2833,227,470,0.726,53.4,2.22,"nominal50","nominal57"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1595,74,10,5600,780,6500,9999,11.42,9999,8.3,12.5,1240,550,16.8,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4479,1733,1416,2617,186,145,0.632,32.3,3.595,"nominal50","nominal54"
5.9,"nominal1","nominal8","nominal9",6,"nominal13",2496,110,20,4000,750,4800,9999,15.61,9999,6.8,10,1460,550,13.3,"nominal15","nominal23",4,"nominal29","nominal34","nominal38","nominal46",4479,1733,1416,2617,210,310,0.653,50.6,2.294,"nominal51","nominal57"
5.9,"nominal3","nominal8","nominal9",6,"nominal13",2496,110,20,4000,750,4800,9999,15.61,9999,6.4,9.6,1535,550,14,"nominal15","nominal23",4,"nominal29","nominal34","nominal38","nominal46",4479,1733,1416,2607,212,310,0.653,53.2,2.182,"nominal51","nominal57"
5.9,"nominal2","nominal8","nominal9",6,"nominal12",2926,135,18,4000,9999,9999,9999,16.75,9999,9999,8.3,1685,625,12.5,"nominal15","nominal18",2,"nominal29","nominal34","nominal38","nominal43",4808,1799,1445,2827,222,390,0.694,50.7,2.4,"nominal51","nominal57"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1796,85,10,55000,9999,9999,9999,11.2,9999,9999,10.7,1169,526,13.8,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4438,1702,1484,2615,198,160,0.645,35.5,3.69,"nominal50","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1796,85,10,5750,800,7100,9999,11.06,9999,9999,11.4,1310,640,15.4,"nominal15","nominal21",2,"nominal28","nominal33","nominal38","nominal42",4671,1751,1480,2704,190,158,0.697,38.5,2.9,"nominal52","nominal54"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1595,74,10,5600,800,6500,9999,11.42,9999,9999,11.9,1230,510,16.6,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4409,1735,1485,2515,188,145,0.678,32.1,3.613,"nominal50","nominal54"
5.9,"nominal1","nominal8","nominal9",4,"nominal12",2446,95,22,4300,750,4800,9999,14.64,9999,9999,13.1,1642,628,17.3,"nominal15","nominal21",1,"nominal29","nominal35","nominal39","nominal44",4963,1794,1464,2850,192,285,0.763,45.4,2.64,"nominal51","nominal57"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1361,55,10,5500,850,9999,9999,10.25,9999,9999,14.6,1080,550,19.6,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4354,1698,1420,2540,175,111,0.623,33,3.3,"nominal50","nominal54"
5.9,"nominal1","nominal8","nominal9",4,"nominal12",2188,83,22,4300,9999,9999,9999,14.36,9999,9999,12.6,1475,745,17.8,"nominal15","nominal21",1,"nominal29","nominal35","missing_value","nominal44",4620,1748,1448,2670,185,250,0.696,45.7,2.5,"nominal51","nominal57"
5.9,"nominal1","nominal7","nominal9",4,"nominal12",1241,54,10,6000,9999,9999,9999,10.53,9999,9999,13.2,1025,595,19,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4130,1626,1515,2423,166,104,0.643,27.7,3.847,"nominal50","nominal54"
6,"nominal1","nominal7","nominal9",4,"nominal12",1898,92,11,5500,750,5750,6000,11.92,4.2,5.8,8.8,1080,460,11.7,"nominal15","nominal18",1,"nominal28","nominal33","nominal38","nominal42",3575,1719,1587,2423,198,180,0.736,35.6,3.88,"nominal50","nominal54"
6,"nominal1","nominal7","nominal9",4,"nominal12",1898,92,11,5500,750,5750,6000,11.92,4.2,5.8,8.8,1080,460,11.7,"nominal15","nominal18",1,"nominal28","nominal33","nominal38","nominal42",3575,1719,1587,2423,198,180,0.736,35.6,3.88,"nominal50","nominal54"
6,"nominal2","nominal8","nominal9",6,"nominal12",3226,145,18,4200,630,4750,4700,18.31,4,6.1,8.8,1830,600,12.6,"nominal15","nominal19",2,"nominal29","nominal34","nominal38","nominal43",5038,1855,1444,2965,230,470,0.621,56.2,2.2,"nominal51","nominal57"
6,"nominal3","nominal8","nominal9",6,"nominal13",2496,110,20,4000,750,4800,9999,15.61,9999,6.6,9.9,1635,580,14.9,"nominal15","nominal23",4,"nominal29","nominal34","nominal38","nominal46",4796,1810,1452,2759,216,310,0.657,50.2,2.36,"nominal51","nominal57"
6,"nominal1","nominal8","nominal9",6,"nominal13",2496,110,20,4000,750,4800,9999,15.61,9999,7.3,10.7,1560,580,14.2,"nominal15","nominal23",4,"nominal29","nominal34","nominal38","nominal46",4796,1810,1452,2760,212,310,0.657,57.2,2.23,"nominal51","nominal57"
6,"nominal1","nominal8","nominal9",6,"nominal13",2496,132,19,4000,9999,9999,9999,18.63,9999,9999,9.3,1660,600,12.6,"nominal15","nominal23",4,"nominal29","nominal34","nominal38","nominal46",5041,1880,1440,2882,225,370,0.675,52.1,2.372,"nominal51","nominal57"
6,"nominal2","nominal7","nominal9",4,"nominal12",1895,87,10,5500,9999,6200,9999,11.94,9999,9999,10.4,1220,270,14,"nominal15","nominal18",1,"nominal28","nominal33","nominal38","nominal42",4050,1740,1289,2446,196,180,0.769,34.2,3.4,"nominal50","nominal54"
6,"nominal1","nominal7","nominal9",4,"nominal12",1598,74,11,6000,900,9999,9999,11.8,9999,9999,11.5,1125,520,15.2,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4252,1709,1425,2606,188,150,0.589,34.9,3.329,"nominal52","nominal54"
6,"nominal1","nominal7","nominal9",4,"nominal12",1598,74,11,6000,900,9999,9999,11.8,9999,9999,11.5,1125,520,15.2,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4110,1709,1425,2606,188,150,0.629,31.2,3.7,"nominal52","nominal54"
6,"nominal1","nominal7","nominal9",4,"nominal12",1595,74,10,5600,800,9999,9999,11.42,9999,9999,11.4,1145,545,15.5,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4183,1742,1439,2511,188,145,9999,32.2,3.613,"nominal50","nominal54"
6,"nominal1","nominal7","nominal9",4,"nominal12",1595,74,10,5600,9999,9999,9999,11.42,9999,9999,10.7,1067,460,14.4,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",3876,1640,1422,2443,188,145,9999,31,3.421,"nominal50","nominal54"
6,"nominal1","nominal7","nominal9",4,"nominal12",1595,74,10,5600,800,9999,9999,11.42,9999,9999,11.5,1157,523,15.6,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4439,1742,1436,2513,188,145,0.654,32.2,3.613,"nominal50","nominal54"
6,"nominal1","nominal7","nominal9",4,"nominal12",1595,74,10,5600,800,6500,9999,11.42,9999,7.7,11.7,1183,537,16,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4376,1735,1446,2513,188,145,0.633,30.2,3.851,"nominal50","nominal54"
6,"nominal1","nominal8","nominal9",4,"nominal12",1905,66,22,4000,800,4500,9999,12.93,9999,9999,15.8,1336,534,20.2,"nominal15","nominal21",1,"nominal29","nominal35","nominal39","nominal44",4524,1755,1400,2740,175,196,0.686,43.9,2.613,"nominal51","nominal57"
6,"nominal1","nominal7","nominal9",4,"nominal12",1598,66,10,5000,720,9999,9999,10.77,9999,9999,11.5,1105,480,16.7,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4028,1698,1368,2463,187,137,0.563,34.7,3.77,"nominal50","nominal54"
6,"nominal1","nominal7","nominal9",4,"nominal12",1598,66,10,5000,720,9999,9999,10.77,9999,9999,11.5,1105,480,16.7,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4028,1698,1368,2463,187,137,0.563,34.7,3.77,"nominal50","nominal54"
6,"nominal1","nominal7","nominal9",4,"nominal12",1390,55,10,6000,750,9999,9999,9.67,9999,9999,14.5,1015,565,18.5,"nominal15","nominal21",1,"nominal28","nominal36","nominal39","nominal42",4129,1696,1419,2575,168,107,0.637,34.3,3.74,"nominal50","nominal54"
6,"nominal1","nominal8","nominal9",4,"nominal12",1870,47,22,4500,9999,9999,9999,8.06,9999,9999,19.5,1035,655,22,"nominal15","nominal21",1,"nominal28","nominal35","nominal39","nominal44",3995,1663,1827,2600,145,120,0.914,33.8,3.178,"nominal51","nominal57"
6,"nominal1","nominal7","nominal9",4,"nominal12",1598,79,10,5750,9999,9999,9999,11.64,9999,9999,11.5,1230,610,15.6,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4508,1752,1442,2670,195,148,0.621,36.5,3.183,"nominal50","nominal54"
6,"nominal1","nominal7","nominal9",4,"nominal12",1149,43,10,5250,740,6100,9999,10.17,9999,9999,16.4,845,395,19.7,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",3433,1630,1423,2347,150,93,0.683,25.9,3.867,"nominal50","nominal54"
6,"nominal1","nominal7","nominal9",4,"nominal12",1598,79,10,5750,9999,9999,9999,11.64,9999,9999,11.2,1250,550,15.8,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4169,1698,1675,2580,182,148,9999,9999,9999,"nominal50","nominal54"
6,"nominal1","nominal7","nominal9",4,"nominal12",1598,79,10,5750,9999,9999,9999,11.64,9999,9999,11.2,1250,550,15.8,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",4169,1698,1675,2580,182,148,9999,9999,9999,"nominal50","nominal54"
6,"nominal1","nominal7","nominal9",4,"nominal12",1590,77,9,6200,750,9999,9999,11.06,9999,9999,10.1,1025,490,13.3,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",4460,1695,1375,2620,190,140,9999,37.2,2.849,"nominal50","nominal54"
6,"nominal3","nominal7","nominal9",4,"nominal12",1299,50,10,6000,800,9999,9999,9.58,9999,9999,13.6,865,440,17.3,"nominal15","nominal21",1,"nominal28","nominal36","nominal39","nominal42",3745,1575,1350,2265,155,99,9999,29.6,3.477,"nominal50","nominal54"
