usr,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap
92,6,6,794,150,101,0.6,0.6,15740,30957,1.2,687,1019849
88,52,72,2227,237,162,0.4,1.8,186688,22599,1.3,198,1100078
0,19,4,3273,318,255,3.0,1.2,164691,56358,434.0,86,12
89,1,0,696,32,59,0.2,0.2,142694,162378,2.8,5323,1680498
97,1,1,320,145,39,0.2,0.2,260349,235866,2.0,5716,1832992
67,6,1,7108,1327,1268,5.0,2.6,1244800,896995,1.2,722,1093789
90,22,19,924,96,70,1.6,2.0,22095,21418,1.0,599,1017939
80,14,0,2491,224,152,3.99,3.79,80285,25237,2.5,154,1052506
93,1,0,1894,122,68,0.2,0.2,62039,23810,1.7,201,1003520
79,56,56,3007,311,211,5.4,4.4,328714,42929,3.8,1683,1532330
97,13,19,200,14,15,0.2,0.2,7018,4955,1.0,7240,1863624
68,404,2,5093,441,359,7.8,9.2,270723,60705,7.2,2471,1378088
84,45,59,2782,164,120,1.4,3.0,141984,48006,1.0,1097,1057458
89,40,9,1113,135,87,1.4,0.6,121004,31788,1.0,204,982482
69,44,2,4527,402,224,5.4,15.2,319514,58917,3.5,132,1097944
72,30,3,3912,447,338,11.16,5.38,460650,120719,4.0,364,1039165
90,2,0,2812,169,69,1.6,2.4,151900,21265,1.8,1885,1753530
97,1,1,530,91,26,0.4,0.4,277646,16615,1.4,7648,1871579
87,16,12,2180,394,155,2.6,2.8,504805,679981,3.8,628,1045381
84,27,5,2847,180,107,2.6,2.8,325450,84809,3.4,548,1540213
93,4,1,2439,183,114,0.6,0.6,171077,108093,2.4,2113,1539048
92,0,0,2831,207,104,0.2,0.2,80279,30493,1.4,261,1127110
83,7,2,3244,182,137,1.0,5.8,130854,23562,5.6,217,1309640
77,11,3,5387,362,355,2.8,2.2,298240,160510,7.0,396,1340256
75,11,0,2009,408,281,5.0,4.2,418070,61161,4.4,427,1721011
73,912,13,3457,204,175,0.8,1.8,148759,172326,1.0,136,1062344
58,58,3,3379,212,110,10.38,27.74,285687,34843,1.4,171,1105214
68,13,1,4872,652,550,8.2,2.2,411321,92375,3.0,845,1055786
54,23,7,6426,916,583,12.8,5.8,774917,48759,1.8,269,970091
90,2,0,1125,250,134,2.4,1.4,300388,210751,3.4,622,1740842
96,4,3,1132,109,110,0.2,0.2,8668,42910,2.4,551,1533008
90,11,6,1582,174,138,0.4,0.4,235837,61049,1.7,709,1114536
71,8,0,3238,472,414,8.0,2.2,242440,25070,3.2,735,1759242
96,4,1,210,13,19,0.4,1.0,9889,18407,1.0,6578,1851074
87,4,0,2833,417,371,0.8,1.0,129848,121670,1.5,137,1103078
87,6,2,1965,103,93,2.2,2.4,24422,25113,1.0,2197,1047750
0,139,89,1743,253,173,1.6,1.8,360018,101640,515.0,83,17
89,18,16,2304,506,238,1.0,1.0,576576,492864,1.6,621,1044544
62,146,36,4654,495,340,4.21,9.82,617073,247350,1.0,163,1018099
88,2,1,6162,278,278,0.2,0.2,72571,170757,3.4,3272,1640254
97,19,27,264,44,22,0.2,0.2,254670,4088,1.8,7311,1873264
90,4,1,2931,123,77,1.4,5.4,189194,2538,3.2,582,1411947
91,19,15,981,132,115,0.6,0.6,36934,56799,1.7,566,975364
50,51,63,7093,633,357,8.18,11.78,287553,371722,6.8,221,1371542
0,26,5,5393,717,605,10.2,6.0,350758,35418,208.0,64,36
87,34,48,3941,283,270,1.8,0.8,194163,352420,2.6,882,1372090
97,1,0,659,79,72,0.2,0.2,12273,12505,3.0,1525,1717901
59,23,11,7183,819,707,10.78,5.79,619588,328356,1.8,821,1012409
81,13,0,5489,424,405,1.4,1.6,315121,171566,2.0,153,1048573
97,3,2,501,94,102,0.2,0.2,56336,70980,2.6,159,1712456
84,5,2,3416,154,75,0.8,4.6,525401,62664,2.8,164,1087301
86,10,5,4239,479,98,1.0,1.4,367261,238007,4.0,3306,1345357
90,7,1,3253,265,138,2.0,1.8,220922,120526,4.8,1562,1334029
96,5,1,413,42,50,0.4,0.4,20443,37574,1.0,172,1739796
95,2,0,756,84,13,1.4,1.6,188486,9167,1.4,7618,1878770
86,7,1,3718,246,166,1.6,1.4,133979,27598,3.0,1257,1468233
95,29,39,239,32,24,0.4,0.8,1216,6747,1.2,7038,1848915
87,7,0,3135,282,202,2.79,1.0,163206,12979,3.8,233,1388909
89,0,0,562,62,51,0.2,0.2,81921,98078,2.2,311,1742392
82,20,16,1462,204,109,2.99,3.79,520733,25120,1.8,658,1123840
94,1,1,949,227,48,0.8,0.8,120175,13528,1.0,276,1731014
89,1,1,2706,144,226,0.2,0.2,77750,480168,2.4,159,1386030
97,0,0,159,8,27,0.2,0.2,2061,27692,1.0,7641,1878904
86,6,1,2076,291,240,4.6,2.4,117367,26833,1.4,328,1725534
97,4,4,222,35,31,0.2,0.2,3686,8226,1.0,427,1753803
97,0,0,261,35,24,0.2,0.2,28174,9750,1.0,7195,1847059
93,2,0,1453,183,63,0.4,0.4,104451,17773,2.2,308,1114030
84,4,1,4200,192,155,2.99,10.58,51812,35074,1.2,561,1093779
91,5,1,1922,253,142,0.6,0.8,13307,25394,2.0,1491,965857
74,18,3,3319,461,361,9.8,5.4,190527,28434,3.4,881,1539952
72,3,0,1957,169,154,1.4,2.6,460204,192763,2.0,133,1019830
82,110,105,2055,293,267,3.59,1.0,124573,69621,1.8,3654,1769870
88,1,0,1676,80,76,0.2,0.2,98641,55135,2.0,3517,1771766
82,17,16,4935,245,163,1.0,2.0,244446,85677,3.2,948,999619
94,5,1,1246,170,141,1.2,0.6,56801,54469,1.2,1254,1019580
97,3,2,996,88,68,0.2,0.2,1718,15568,2.3,1551,1026145
68,12,3,3958,408,284,9.6,18.6,152577,28722,1.0,117,1109061
66,78,94,3863,148,123,11.22,32.26,74522,27955,1.3,530,1095466
59,230,170,7266,608,475,6.2,9.0,510565,259471,5.2,545,1530973
0,24,8,4345,269,206,2.8,1.8,393404,68604,347.0,83,17
80,55,61,3395,568,152,2.2,3.4,249412,37226,2.6,1223,1536299
72,18,0,6014,987,691,7.21,2.81,233983,58331,1.0,229,1070730
97,1,0,209,30,27,0.2,0.2,13961,14007,1.2,7420,1869323
96,0,0,186,15,16,0.2,0.2,17025,18527,1.0,2668,1771728
69,20,13,5194,508,390,7.4,5.4,521179,342017,1.3,1142,1014674
70,16,0,5776,527,379,5.58,1.99,651304,62577,1.8,142,996244
97,1,0,451,41,73,0.2,0.2,20545,73753,2.5,483,1061952
84,25,27,3011,324,269,4.38,1.59,140574,47566,1.2,462,1057825
84,11,6,2292,218,158,1.2,3.0,131627,159328,1.0,562,1113438
98,1,0,198,16,24,0.4,0.4,452,12704,1.0,5925,1863982
79,11,9,1784,106,65,1.39,3.78,552187,20575,1.0,323,1100151
83,5,0,1021,119,57,0.4,0.4,200195,15184,3.8,139,1732986
87,8,7,3129,140,118,1.4,2.2,70014,36333,1.0,654,991731
96,2,1,776,59,45,0.4,0.4,26350,18057,2.0,771,1041283
0,13,0,3170,531,326,1.0,1.4,191399,60890,138.0,85,15
67,80,67,3131,244,136,6.01,7.41,182851,27898,2.2,166,1038256
83,80,111,2618,316,191,0.8,0.8,616266,107389,3.2,468,1028564
97,1,0,1220,42,50,1.0,1.0,8192,13230,3.2,314,1711651
90,8,6,1627,284,263,1.0,1.0,31480,59363,1.7,406,1099387
69,34,1,2849,215,190,9.18,19.36,125454,56632,1.0,1640,1107898
88,1,0,2282,401,210,0.2,0.2,12692,54386,1.6,235,1742318
69,10,0,3467,567,446,8.4,3.2,837479,24967,5.0,2972,1762784
90,5,1,2170,226,168,1.0,1.8,120365,150726,2.4,239,1535606
1,32,14,2141,221,115,3.6,17.6,108448,24365,402.0,82,16
95,23,34,839,76,71,0.2,0.2,22834,54700,2.0,129,1089048
86,13,2,2833,188,172,2.8,3.2,57131,99198,1.2,391,1062754
67,14,7,3390,531,410,5.59,3.99,510713,145422,2.5,136,954700
80,78,70,2450,224,154,4.59,3.59,256706,39362,4.0,210,959074
77,9,1,1925,167,90,7.2,20.0,249672,32180,1.5,219,1104314
78,13,4,1704,137,137,6.2,17.2,42806,158841,1.7,206,1103458
86,9,1,2989,232,200,1.4,1.0,118874,122222,1.4,624,1001170
97,1,0,278,35,28,0.2,0.2,32016,17965,2.2,305,1716877
0,48,56,2159,307,267,3.0,1.4,431140,110214,312.0,81,19
94,10,9,782,119,90,0.8,1.6,12478,24791,2.3,1048,1017725
92,0,0,1182,143,65,0.2,0.2,449623,251294,2.6,1036,1758723
87,7,1,1976,193,118,1.0,4.2,281713,33400,5.0,144,1053805
90,3,1,429,60,30,2.4,2.4,60955,12806,1.6,8427,1837531
0,37,43,1221,172,99,0.6,0.8,295353,33811,336.0,90,9
94,1,0,459,93,44,0.2,0.2,333283,30776,2.6,2006,1719051
87,1,0,2629,394,278,1.0,3.8,95204,324792,2.4,174,1375040
90,4,0,1596,170,146,2.4,1.8,89489,41764,1.0,263,1055742
68,23,0,7010,634,583,9.0,3.8,354709,41888,5.6,530,1538702
94,4,2,1520,178,54,0.8,1.0,559134,26927,3.4,2666,1724321
98,3,3,261,72,34,0.2,0.2,18543,7923,1.0,5313,1859928
91,51,76,2023,193,101,0.2,0.2,130770,18136,2.4,3438,1710080
86,7,1,1871,196,181,4.19,3.39,127647,130529,1.0,8303,1832996
0,3,2,1894,122,116,0.2,0.2,5776,29548,165.0,95,5
0,6,5,1642,97,93,0.2,0.2,119009,24558,404.0,93,7
67,12,5,6127,434,401,6.6,5.2,239634,289980,3.8,249,1372461
90,83,53,1579,168,144,2.0,8.78,140579,103506,4.6,451,1601996
80,19,9,3744,393,329,6.8,4.4,209666,21515,1.3,235,1073950
63,16,1,3760,195,109,12.4,27.8,91420,35490,1.8,413,1089088
77,45,22,3780,202,128,5.2,6.0,118963,39750,2.7,795,982021
90,3,2,2557,139,120,1.0,1.6,9275,52926,2.0,264,1129726
92,11,6,2480,219,148,1.0,0.8,322214,299376,4.4,2685,1563270
98,0,0,230,28,16,0.2,0.2,87903,7919,1.2,6766,1826779
93,22,29,1049,38,91,0.4,0.4,20253,382942,1.2,8378,1865056
96,2,1,434,15,19,0.6,0.8,9043,11519,1.0,7206,1859744
87,6,0,4513,278,170,1.2,3.0,192102,71682,1.0,514,1076918
95,1,0,2180,109,153,0.2,0.2,8008,17867,3.4,1334,1724854
89,1,0,2287,232,231,1.2,3.99,15551,28181,2.0,140,1097466
71,18,2,4780,351,327,1.0,1.4,735191,481231,5.0,154,972461
97,13,19,277,46,38,0.2,0.2,2084,4319,2.2,6442,1712288
80,7,0,5339,364,240,1.4,1.4,671122,426880,6.2,1256,1337077
87,15,5,1421,148,97,1.6,2.8,215537,45333,2.3,303,950886
89,9,3,1611,279,141,1.2,2.0,33847,22830,1.5,238,977387
93,0,0,2797,119,156,0.2,0.2,10956,102698,2.2,140,1708843
57,1845,13,4377,125,118,3.8,4.0,33563,62630,4.2,376,1512704
84,3,0,3580,278,230,3.19,1.0,292840,55884,4.2,1006,1388792
93,12,5,1519,109,69,1.4,1.4,276516,244145,5.4,2520,1548502
80,6,2,2285,177,191,4.0,3.2,84430,214977,2.8,717,1016555
88,2,1,638,74,49,1.8,2.0,8441,8438,1.8,711,1759778
96,1,0,432,43,25,0.8,3.2,24364,8293,1.0,1404,1746466
63,38,0,4582,288,141,10.22,29.06,639671,86484,3.6,142,1098099
80,44,53,3236,552,553,3.2,1.4,436934,459568,2.8,623,1059738
93,4,1,2123,352,198,0.4,0.6,22142,32892,1.4,252,1750914
67,20,11,6131,220,120,5.4,27.0,321920,124515,5.6,779,1604088
0,17,2,1109,117,99,2.0,2.6,104225,45581,546.0,90,10
85,43,51,3645,150,101,2.2,1.8,281255,69111,3.0,708,1528086
70,13,10,3671,988,237,1.4,1.4,748238,88752,2.3,161,1132075
84,14,0,806,101,60,0.4,0.4,175267,8453,2.4,137,1735008
67,54,66,4976,378,282,6.79,18.56,248262,196824,1.0,520,1090140
91,22,17,1556,524,175,0.6,1.6,665917,637838,1.7,609,1045942
78,12,6,1579,52,71,4.01,3.61,109697,163903,1.0,186,1131263
94,1,0,2953,198,125,0.2,0.2,7411,56754,2.0,551,1628800
97,0,0,658,25,22,0.2,0.2,989,9206,1.0,284,1751064
93,4,3,3915,184,155,0.2,0.2,23675,24855,2.2,654,1382950
76,42,3,4355,605,568,2.6,1.0,486570,430865,2.8,155,1093845
93,2,0,2159,179,92,0.2,0.2,6047,22108,1.0,140,1065463
89,18,25,428,109,64,0.2,0.2,283433,267502,3.0,4085,1825440
92,9,7,2523,214,104,0.6,0.6,50827,31696,6.0,1730,1314139
93,2,2,2165,119,111,0.0,0.2,38370,33538,1.0,900,1112571
88,37,48,495,63,21,2.19,2.19,268983,32654,1.4,11471,1873924
87,42,56,4620,229,166,0.8,2.4,87932,14760,2.4,624,1319765
81,25,0,1420,165,98,6.19,18.16,300171,25054,1.0,339,1086665
92,13,11,1608,426,197,0.6,1.8,659972,557345,4.6,633,1039238
90,22,20,1693,167,87,1.6,4.8,63293,33705,1.3,1682,1081171
76,16,1,3680,481,367,6.2,2.2,366751,96530,3.0,174,1533642
90,0,0,2682,237,129,0.8,0.8,158917,22200,3.4,518,1021098
87,53,78,1163,90,205,1.4,7.6,8742,517416,2.0,1570,1042291
90,43,60,3084,261,155,1.4,3.8,21092,62289,2.6,274,1537773
0,7,2,2404,211,153,1.4,2.61,76530,43705,298.0,89,11
93,1,0,1628,167,128,0.8,2.0,67281,30403,2.2,230,1118339
79,12,4,2173,246,110,7.2,19.8,26190,28608,1.0,138,1089453
83,8,1,2930,136,116,1.8,2.4,196392,81718,1.5,174,1054580
90,5,1,2312,80,81,0.2,0.2,5089,14521,2.0,835,1750304
0,4,2,1153,76,157,0.4,1.8,147498,40987,579.0,92,8
61,190,36,5134,711,631,7.0,2.0,379021,172375,3.0,138,1017674
91,2,0,2276,149,158,1.0,0.4,101233,110252,1.0,401,1062278
80,40,50,2610,233,75,2.8,2.6,544046,24440,2.4,1310,1752834
89,8,2,2357,167,99,5.0,3.6,87491,73356,3.2,628,1536202
95,2,0,751,93,85,2.0,1.6,38779,5145,1.2,7333,1860592
76,8,1,4026,222,169,6.0,17.4,193223,79939,2.0,146,1078346
60,13,1,4124,286,122,11.02,33.67,186591,25774,1.7,221,1080034
96,0,0,1376,38,67,0.2,0.2,4051,31919,1.2,262,1750968
76,4,2,3720,278,196,1.4,1.6,279725,263781,1.3,644,1006441
96,17,21,256,23,21,0.2,0.2,46567,33495,2.0,185,1760056
91,32,31,813,113,79,3.0,1.2,49470,4308,2.4,6350,1724222
95,1,0,1235,172,90,0.4,1.2,4897,15753,2.0,1049,1718782
78,25,12,3656,383,211,3.56,5.35,420694,70994,1.5,330,1088813
94,2,0,801,68,47,0.6,2.2,171773,20095,2.5,3020,1012598
86,4,1,1751,148,125,0.6,2.0,419384,40810,6.4,2621,1378523
95,3,1,995,110,74,1.4,0.6,191157,15389,1.0,497,1012941
82,6,0,3467,290,193,3.2,4.0,229265,293230,2.8,208,1518378
89,9,1,3357,149,145,1.0,1.2,122904,40944,5.2,3092,1538472
86,1,0,5181,281,144,0.4,0.4,319646,68764,1.0,161,1026603
87,19,24,873,110,99,2.2,1.0,110991,25644,1.8,1024,1762342
91,11,1,1554,140,128,1.4,1.4,167484,79731,1.5,456,1074590
91,1,1,1762,77,93,0.2,0.2,6978,56709,1.6,127,1129587
72,36,22,6385,642,310,3.0,9.2,145688,17661,5.0,383,1535890
89,22,27,2694,286,94,2.2,2.4,151084,107315,3.0,920,1748875
98,0,0,615,40,24,0.2,0.2,17074,9089,2.0,4592,1731704
95,0,0,524,45,140,0.6,0.8,92426,167096,1.2,297,1756365
84,172,9,2899,135,94,5.2,4.8,546948,91311,3.4,1323,1543117
88,2,0,2732,289,273,1.6,6.21,14112,28338,2.2,638,1099346
83,5,0,2619,455,348,5.4,1.4,328916,131103,3.2,1964,1759706
71,54,70,4607,209,193,7.39,6.59,37206,133384,3.0,155,987796
97,8,8,396,71,55,0.4,0.2,173114,8007,2.0,187,1715517
55,28,10,4126,456,315,5.41,10.02,607622,400752,5.5,124,1003078
77,7,0,1833,147,77,6.6,19.4,114842,16350,2.3,359,1104646
90,15,12,2717,263,176,0.6,0.4,193730,83203,6.0,677,1320533
89,2,1,2695,252,200,0.4,0.4,118741,87008,2.0,233,1018211
0,3,0,1643,171,153,0.8,2.2,20529,26776,537.0,91,9
0,7,4,2241,235,202,0.4,0.4,127621,35747,391.0,88,12
97,0,0,190,16,20,0.2,0.2,14151,26844,1.0,2720,1773112
96,2,1,1804,90,94,0.4,1.8,31422,86746,4.6,2120,988291
98,1,1,171,16,15,0.2,0.2,7578,2380,2.0,9865,1873443
98,0,0,449,64,45,0.2,0.2,1695,19282,3.0,1300,1713592
87,14,12,4319,322,167,0.8,1.4,720157,38604,1.2,202,1011394
88,5,0,2233,297,122,1.2,1.4,317752,110756,2.2,298,1535555
77,14,0,5432,522,456,6.6,1.8,212925,49011,1.2,236,1068981
76,35,34,2719,373,279,7.6,3.6,333360,10367,2.8,437,1728880
96,0,0,1758,116,166,0.2,0.2,49953,70743,2.0,274,1705742
90,0,0,2823,263,164,0.4,0.6,9096,25836,4.0,260,1104285
80,22,12,2000,304,70,3.4,3.4,198968,16062,2.2,359,1744197
93,24,34,3712,118,92,0.2,0.2,102973,25526,1.6,334,1752571
84,5,0,4476,337,309,4.0,1.2,120003,28641,3.2,165,1709944
90,2,0,3838,204,184,0.4,0.4,44845,85764,2.0,134,1064270
89,27,25,1365,61,45,1.4,1.6,23523,5039,2.0,3765,1774579
80,6,1,6213,317,271,3.8,1.8,100052,30511,3.0,363,1015990
88,0,0,4182,245,145,0.2,0.2,24077,22389,1.0,152,1137411
91,2,1,2224,104,110,0.4,0.8,46636,57564,2.0,714,1058857
75,7,0,2622,154,118,6.6,17.2,109539,47095,1.6,473,1082902
88,3,0,2015,204,75,1.0,1.2,283228,16189,1.7,125,1064920
95,4,3,1887,144,93,0.2,0.2,48118,58743,2.4,2097,1720363
82,2,1,3080,510,262,0.4,0.4,874754,387849,2.4,374,1020645
93,2,1,766,179,73,0.2,0.2,444620,202863,1.4,8331,1837272
90,5,2,929,64,109,1.2,2.8,21100,80970,1.0,381,1059995
89,9,1,3562,567,527,0.2,0.2,476112,460575,3.2,153,1394962
72,66,46,2127,209,61,10.18,26.35,324528,22056,1.5,1532,1021378
0,8,4,2803,125,72,0.6,2.2,147274,25176,170.0,91,9
83,7,2,1948,302,236,5.59,2.2,390970,260428,2.4,3458,1815641
92,1,0,1550,212,190,0.6,2.2,79081,70944,3.2,611,1050608
72,556,0,5352,406,366,3.79,1.4,191582,63557,4.6,2846,1375340
96,0,0,957,82,62,0.4,1.8,17922,13341,1.5,199,994078
95,3,1,726,101,94,1.8,0.6,66252,29809,1.4,7267,1864941
88,3,1,5670,226,196,0.2,0.2,11251,27610,1.0,425,1010614
88,0,0,3028,807,601,0.2,0.2,13703,22683,2.2,1183,1719400
92,8,5,1361,117,81,0.4,1.8,32845,44283,1.5,183,967026
95,1,1,1063,103,69,0.2,0.2,28393,153133,1.4,8360,1864864
84,21,13,5708,478,299,0.4,0.4,359552,60994,1.7,478,1001208
88,52,48,4380,344,257,0.8,0.6,232167,101473,5.8,228,1294933
61,51,1,4103,279,205,11.4,32.4,174616,60155,2.0,155,1089586
60,26,13,6511,707,426,8.2,15.6,347219,141663,1.7,185,1092566
90,4,1,3201,199,117,0.8,0.8,361096,41257,1.0,156,975768
69,16,4,4378,173,123,9.2,20.6,45835,24670,1.0,306,1104760
83,19,16,3002,194,123,1.8,2.2,300654,71750,2.4,1202,1014886
88,10,1,1693,133,228,1.0,0.8,208049,85099,1.0,818,1042898
69,55,47,4025,596,497,9.4,6.6,657013,284435,2.0,279,1008312
91,26,34,906,74,50,1.6,1.8,178551,25205,2.2,4532,1840355
87,59,64,1720,201,112,1.2,1.2,182095,41385,2.0,569,967757
91,1,1,2744,151,107,0.4,0.6,45621,57609,3.0,2365,1040741
98,2,1,163,10,18,0.2,0.2,427,25545,1.0,6470,1855784
83,2,0,2977,516,389,1.4,1.6,382554,107844,3.4,293,1692926
92,21,29,524,76,37,1.2,0.6,389758,20490,1.8,7410,1868656
81,8,1,2071,125,86,6.4,18.6,71609,38177,1.0,137,1076886
98,3,2,380,47,10,0.4,1.4,21957,2478,1.0,8507,1862716
81,20,10,2543,200,181,2.4,4.41,91285,165013,1.7,295,1060851
99,0,0,215,14,15,0.2,0.2,1747,4054,1.0,7565,1873980
97,2,1,284,43,16,0.2,0.2,261161,11296,1.4,8351,1865738
85,7,4,2490,262,123,2.0,7.4,95775,26881,8.6,143,1021181
0,28,18,2163,114,86,0.4,0.4,413933,53634,588.0,85,14
94,0,0,1745,229,97,0.2,0.2,19591,17415,1.4,1762,1074608
92,4,4,2113,101,153,0.4,0.6,8068,356041,2.2,294,1391992
99,0,0,109,10,13,0.0,0.0,278,7934,1.0,8493,1866040
95,30,45,1307,98,67,0.2,0.2,4867,19027,1.5,1122,1064507
70,67,74,6081,1328,1287,4.61,3.81,1188892,1066282,1.0,892,1059750
97,1,0,265,80,32,0.4,0.4,108156,11835,2.2,4187,1840552
76,43,48,5537,438,394,2.4,2.0,304814,237643,4.0,2487,1645728
94,1,0,1016,104,89,0.4,0.2,261950,100828,2.6,1581,1537914
81,14,11,5925,383,230,1.4,6.2,153597,50906,9.4,296,1001605
91,2,0,340,28,18,2.0,2.0,51800,20787,1.0,8092,1868448
80,17,13,3587,342,223,2.81,4.01,509515,315743,2.0,189,1040996
96,0,0,1022,224,68,0.2,0.2,330543,324797,3.4,1991,1764438
80,44,1,2417,283,559,1.6,2.4,80297,128013,2.2,1388,1714877
75,2,0,723,130,66,2.2,2.2,533645,223278,2.6,2107,1817314
94,1,0,1372,66,41,0.2,0.2,17950,17530,1.4,986,1066130
81,11,1,4377,151,157,2.4,2.6,143728,165257,4.4,623,1622459
91,3,0,1944,196,103,0.4,0.4,369644,29704,1.0,517,975115
86,3,0,2205,324,246,2.4,0.6,277121,85851,4.0,741,972250
87,14,6,2878,169,125,1.4,2.0,218353,208284,5.6,2650,1564030
88,2,0,4424,259,230,0.4,0.4,61058,99269,3.4,466,1061705
97,1,1,280,45,13,0.2,0.2,259511,5734,1.6,5271,1856600
90,42,61,4328,151,168,0.2,0.2,93311,244826,2.6,214,1385874
82,179,170,4794,358,239,3.0,2.4,348791,319511,5.0,336,1337942
0,11,7,1589,162,119,0.8,1.0,307837,255022,134.0,83,17
93,1,0,2999,158,102,0.6,0.6,19744,29690,1.0,2932,1011786
79,19,1,3124,490,345,7.39,2.99,193596,10956,3.2,2297,1524006
64,23,2,6591,1335,1312,5.59,2.99,1138923,1081232,1.3,753,1053284
75,3,2,6960,750,803,0.8,2.2,335321,50376,1.7,280,1024984
82,9,3,2043,165,635,3.2,4.8,49093,177175,2.6,1350,1713138
60,6,1,7448,1590,1544,4.4,1.6,1349215,1292798,1.7,725,1113125
87,6,0,660,73,34,0.4,0.4,235409,4964,3.4,138,1737786
84,5,1,3075,134,108,4.79,3.19,92817,23032,3.0,489,1746229
72,9,0,4615,474,401,8.62,3.61,282155,66364,2.7,235,1117606
97,4,4,517,109,40,0.4,0.4,138351,146506,3.0,1098,1749926
97,0,0,283,34,51,0.2,0.2,10756,22572,1.0,249,1740794
98,1,1,217,11,17,0.2,0.2,9229,54468,1.0,7058,1853062
94,4,2,1620,163,60,0.2,0.2,96638,13553,2.4,5951,1722552
70,37,17,5308,585,355,6.8,5.0,779615,84251,9.8,2083,1330581
93,2,0,1139,118,60,0.6,0.6,157977,42773,2.4,4565,1731554
84,10,3,5341,231,153,1.8,3.19,165609,51312,4.2,985,1628203
87,1,0,376,70,56,0.4,0.4,1676,43014,1.6,701,1755293
0,30,5,5937,669,584,11.0,4.4,276587,43272,199.0,62,38
98,0,0,150,9,19,0.2,0.2,2074,12320,1.0,7306,1873272
98,0,0,161,14,20,0.2,0.2,446,12219,1.0,7410,1865584
71,44,7,3759,368,214,6.0,16.2,209860,82570,5.2,147,1099771
97,0,0,1431,44,55,0.2,0.2,12448,19666,1.0,566,1752792
92,2,0,1322,109,71,0.6,0.6,166893,128089,1.8,2368,1007775
91,4,3,1370,94,118,0.8,1.0,25625,99074,1.0,418,1113077
69,10,2,3359,493,129,7.2,19.6,676642,75031,2.5,228,1103565
92,3,1,3736,161,145,0.4,0.4,10611,211654,2.2,277,1382574
70,11,0,4449,612,528,10.0,3.0,290561,19801,1.5,183,1015698
67,23,13,2531,199,131,6.8,16.4,140011,77853,2.0,1284,1105122
69,10,0,3430,366,152,7.2,23.2,274847,27494,1.4,148,1084952
90,16,11,1316,85,97,0.8,0.6,42652,102052,2.4,590,1514522
94,5,3,834,92,58,0.2,0.2,16364,32224,1.0,669,1018867
91,0,0,1333,131,63,0.4,0.4,360558,21855,2.0,1862,1039313
95,4,1,417,60,28,1.8,1.8,45835,20821,1.6,7559,1879333
92,1,0,1301,110,108,0.4,0.2,7167,33737,2.6,404,1053701
74,7,0,3216,570,72,6.8,21.2,1510447,52634,2.8,201,1108710
96,9,8,2064,61,69,0.2,0.2,2085,14400,2.0,1706,1009560
96,16,23,701,40,33,0.4,0.4,46977,41240,1.6,8402,1861517
88,1,1,2683,228,107,0.8,2.2,949201,88398,1.0,508,1029589
88,9,2,1470,218,185,5.4,1.6,145547,12325,1.0,7240,1864706
93,1,0,2358,143,184,0.4,0.6,75627,11554,4.6,826,1637987
87,4,0,3605,365,139,1.0,1.8,550337,458674,3.6,581,1006190
1,7,5,2322,259,169,0.4,0.8,620416,636285,1963.0,88,11
94,0,0,2441,70,89,0.2,0.2,14125,41814,1.6,584,1743992
90,11,5,2822,165,92,1.4,1.2,367038,192213,5.4,2344,1543234
89,7,3,3528,270,180,0.4,2.8,28796,14453,5.8,756,1299115
72,39,17,4118,358,218,6.19,5.79,596924,159901,1.0,208,1081980
97,0,0,222,30,22,0.2,0.2,84896,5119,1.6,7302,1860350
96,0,0,344,54,24,0.8,0.8,341813,18796,1.8,7350,1875491
79,9,5,4233,288,216,1.8,2.4,217085,132699,1.0,1425,1018525
75,12,1,3007,356,300,9.8,4.6,196639,22334,3.0,1061,1068536
92,82,94,1507,120,76,0.6,0.8,13668,20814,1.0,151,1026094
88,0,0,406,36,49,0.2,0.2,29231,39596,1.2,1839,1770817
86,6,4,1555,332,97,1.0,1.6,625533,55347,2.8,335,964810
85,68,40,1263,197,123,2.0,3.4,253418,116677,2.6,3505,1823155
95,0,0,1947,70,89,0.2,0.2,3710,11642,2.0,1514,1726216
83,1,0,2550,251,144,0.6,2.0,348880,40837,3.8,184,1105180
98,0,0,293,29,26,0.4,1.0,718,10486,2.0,882,1704760
99,1,0,205,28,22,0.2,0.2,881,5799,2.2,6193,1724072
72,8,0,5699,646,508,7.6,2.0,409346,37592,1.4,191,1006571
0,12,5,1176,88,72,1.4,1.8,33693,24259,262.0,94,6
96,3,2,1265,102,49,0.2,0.2,14291,20874,1.0,626,1066987
75,14,9,4058,263,227,7.01,4.41,173227,92769,2.0,293,1123827
98,2,1,332,54,30,0.2,0.2,88639,6183,1.0,588,1736382
96,130,126,1089,113,68,0.4,0.4,6399,19869,1.6,575,1018979
94,8,0,1397,98,71,0.0,0.0,130510,16704,1.0,135,1054590
84,9,7,3519,224,102,2.0,8.6,121234,102854,6.2,4024,1606019
88,16,23,5071,148,139,0.8,0.4,21392,36057,1.2,582,1737030
0,23,18,1057,125,147,2.0,0.8,52933,22688,621.0,90,10
98,0,0,216,21,13,0.4,0.4,86324,5874,1.2,8732,1871530
85,0,0,6707,278,213,0.2,0.2,30362,148179,2.6,135,1011721
69,98,63,2605,303,217,8.2,21.8,535376,133157,1.5,441,1098037
