ConcreteCompressiveStrength,Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age
32.25,272.6,0.0,89.6,198.7,10.6,931.3,762.2,28
48.4,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14
33.7,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14
69.66,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90
56.81,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100
50.73,192.0,288.0,0.0,192.0,0.0,929.8,716.1,90
60.28,520.0,0.0,0.0,170.0,5.2,855.0,855.0,28
39.42,266.2,112.3,87.5,177.9,10.4,909.7,744.5,28
44.87,336.5,0.0,0.0,181.9,3.4,985.8,816.8,28
47.81,304.0,76.0,0.0,228.0,0.0,932.0,670.0,28
25.62,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14
41.1,401.8,94.7,0.0,147.4,11.4,946.8,852.1,3
11.48,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7
43.57,166.8,250.2,0.0,203.5,0.0,975.6,692.6,90
13.71,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7
35.86,298.0,0.0,107.0,164.0,13.0,953.0,784.0,28
35.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3
63.53,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100
45.84,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100
13.22,339.0,0.0,0.0,197.0,0.0,968.0,781.0,3
65.2,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91
28.63,237.0,92.0,71.0,247.0,6.0,853.0,695.0,28
49.2,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7
17.54,238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28
44.42,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28
29.55,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14
30.22,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28
35.08,427.5,47.5,0.0,228.0,0.0,932.0,594.0,7
35.85,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56
13.66,133.0,200.0,0.0,192.0,0.0,927.4,839.2,7
46.23,314.0,145.3,113.2,178.9,8.0,869.1,690.2,28
36.15,307.0,0.0,0.0,193.0,0.0,968.0,812.0,365
42.14,288.4,121.0,0.0,177.4,7.0,907.9,829.5,28
28.02,198.6,132.4,0.0,192.0,0.0,978.4,825.5,28
9.45,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3
17.57,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3
31.45,331.0,0.0,0.0,192.0,0.0,978.0,825.0,28
14.5,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7
55.2,388.6,97.1,0.0,157.9,12.1,852.1,925.7,56
22.5,290.4,0.0,96.2,168.1,9.4,961.2,865.0,3
44.21,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100
61.24,325.6,166.4,0.0,174.0,8.9,881.6,790.0,28
15.52,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3
6.9,166.8,250.2,0.0,203.5,0.0,975.6,692.6,3
25.18,322.0,0.0,0.0,203.0,0.0,974.0,800.0,28
31.35,385.0,0.0,0.0,186.0,0.0,966.0,763.0,28
37.43,150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28
41.2,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28
31.35,350.0,0.0,0.0,203.0,0.0,974.0,775.0,90
68.1,318.8,212.5,0.0,155.7,14.3,852.1,880.4,91
2.33,108.3,162.4,0.0,203.5,0.0,938.2,849.0,3
65.91,366.0,187.0,0.0,191.3,6.6,824.3,756.9,28
24.24,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28
41.89,277.1,0.0,97.4,160.6,11.8,973.9,875.6,14
52.91,266.0,114.0,0.0,228.0,0.0,932.0,670.0,365
48.85,393.0,0.0,0.0,192.0,0.0,940.6,785.6,90
42.13,288.0,121.0,0.0,177.0,7.0,908.0,829.0,28
11.36,277.0,0.0,0.0,191.0,0.0,968.0,856.0,3
21.6,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14
33.49,491.0,26.0,123.0,210.0,3.9,882.0,699.0,7
16.5,153.6,144.2,112.3,220.1,10.1,923.2,657.9,28
32.96,149.5,236.0,0.0,175.8,12.6,846.8,892.7,28
15.58,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7
61.09,374.0,189.2,0.0,170.1,10.1,926.1,756.7,28
30.12,304.8,0.0,99.6,196.0,9.8,959.4,705.2,28
34.29,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28
55.51,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28
49.2,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7
37.4,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28
12.05,238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7
24.13,284.0,15.0,141.0,179.0,5.5,842.0,801.0,7
37.44,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28
79.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91
46.9,531.3,0.0,0.0,141.8,28.2,852.1,893.7,7
9.87,310.0,0.0,0.0,192.0,0.0,971.0,850.6,3
12.47,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3
26.91,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28
6.28,116.0,173.0,0.0,192.0,0.0,909.8,891.9,3
11.58,222.4,0.0,96.7,189.3,4.5,967.1,870.3,3
41.16,250.0,0.0,95.7,191.8,5.3,948.9,857.2,100
6.88,133.0,200.0,0.0,192.0,0.0,927.4,839.2,3
27.34,350.0,0.0,0.0,203.0,0.0,974.0,775.0,28
35.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3
35.87,298.1,0.0,107.5,163.6,12.8,953.2,784.0,28
15.87,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3
25.75,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28
26.74,302.0,0.0,0.0,203.0,0.0,974.0,817.0,180
71.62,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180
23.08,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3
40.15,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28
6.47,236.0,0.0,0.0,194.0,0.0,968.0,885.0,3
15.57,151.0,0.0,184.0,167.0,12.0,991.0,772.0,28
38.6,475.0,0.0,0.0,228.0,0.0,932.0,594.0,7
14.59,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7
9.85,202.0,11.0,141.0,206.0,1.7,942.0,801.0,3
36.25,237.5,237.5,0.0,228.0,0.0,932.0,594.0,180
77.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56
58.78,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90
64.3,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56
21.54,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28
22.53,350.0,0.0,0.0,203.0,0.0,974.0,775.0,14
55.16,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270
24.0,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7
43.89,480.0,0.0,0.0,192.0,0.0,936.0,721.0,28
52.3,405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28
33.12,237.5,237.5,0.0,228.0,0.0,932.0,594.0,90
12.73,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7
21.92,228.0,342.1,0.0,185.7,0.0,955.8,674.3,7
27.42,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3
62.94,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28
53.58,285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28
34.24,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14
51.72,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56
13.62,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3
32.85,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56
59.3,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100
39.29,475.0,0.0,0.0,228.0,0.0,932.0,594.0,28
50.53,288.0,192.0,0.0,192.0,0.0,932.0,717.8,90
55.26,304.0,76.0,0.0,228.0,0.0,932.0,670.0,365
33.8,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3
23.8,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3
11.47,252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7
33.42,303.6,139.9,0.0,213.5,6.2,895.5,722.5,28
15.07,202.0,11.0,141.0,206.0,1.7,942.0,801.0,7
33.96,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56
42.42,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7
47.28,333.0,17.5,163.0,167.0,17.9,996.0,652.0,28
41.54,264.5,111.0,86.5,195.5,5.9,832.6,790.4,28
38.11,310.0,0.0,0.0,192.0,0.0,970.0,850.0,360
4.9,183.9,122.6,0.0,203.5,0.0,959.2,800.0,3
27.74,393.0,0.0,0.0,192.0,0.0,940.6,785.6,7
39.0,424.0,22.0,132.0,178.0,8.5,822.0,750.0,7
66.9,469.0,117.2,0.0,137.8,32.2,852.1,840.5,28
43.06,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100
42.23,475.0,0.0,0.0,228.0,0.0,932.0,594.0,90
25.73,170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28
10.54,145.4,0.0,178.9,201.7,7.8,824.0,868.7,28
64.9,374.0,189.2,0.0,170.1,10.1,926.1,756.7,91
30.28,332.5,142.5,0.0,228.0,0.0,932.0,594.0,7
50.7,388.6,97.1,0.0,157.9,12.1,852.1,925.7,28
44.3,198.6,132.4,0.0,192.0,0.0,978.4,825.5,360
17.17,200.0,133.0,0.0,192.0,0.0,965.4,806.2,7
10.09,116.0,173.0,0.0,192.0,0.0,909.8,891.9,7
16.26,331.0,0.0,0.0,192.0,0.0,978.0,825.0,7
19.42,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14
37.26,321.0,0.0,128.0,182.0,11.0,870.0,780.0,28
39.7,228.0,342.1,0.0,185.7,0.0,955.8,674.3,28
61.86,491.0,26.0,123.0,201.0,3.9,822.0,699.0,56
31.42,296.0,0.0,106.7,221.4,10.5,819.2,778.4,28
39.3,234.0,156.0,0.0,189.0,5.9,981.0,760.0,28
22.93,184.0,86.0,190.0,213.0,6.0,923.0,623.0,28
51.43,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56
44.28,276.0,116.0,90.0,180.0,9.0,870.0,768.0,28
24.05,183.9,122.6,0.0,203.5,0.0,959.2,800.0,28
25.37,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14
66.42,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100
80.2,323.7,282.8,0.0,183.8,10.3,942.7,659.9,56
41.37,516.0,0.0,0.0,162.0,8.3,801.0,802.0,28
25.61,491.0,26.0,123.0,210.0,3.9,882.0,699.0,3
46.23,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100
48.72,295.7,0.0,95.6,171.5,8.9,955.1,859.2,56
39.0,237.5,237.5,0.0,228.0,0.0,932.0,594.0,365
13.52,331.0,0.0,0.0,192.0,0.0,879.0,825.0,3
44.52,284.0,15.0,141.0,179.0,5.5,842.0,801.0,56
6.94,173.0,116.0,0.0,192.0,0.0,946.8,856.8,3
33.06,146.0,230.0,0.0,202.0,3.0,827.0,872.0,28
21.91,135.0,105.0,193.0,196.0,6.0,965.0,643.0,28
9.73,250.2,166.8,0.0,203.5,0.0,977.6,694.1,3
11.17,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7
31.25,277.0,0.0,0.0,191.0,0.0,968.0,856.0,90
14.2,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7
29.23,108.3,162.4,0.0,203.5,0.0,938.2,849.0,90
21.95,236.0,0.0,0.0,194.0,0.0,968.0,885.0,90
36.56,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56
42.7,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56
44.52,313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28
43.73,284.0,15.0,141.0,179.0,5.5,842.0,801.0,28
36.3,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56
55.45,355.0,19.0,97.0,145.0,12.3,967.0,871.0,28
23.74,146.0,173.0,0.0,182.0,3.0,986.0,817.0,28
33.4,252.0,97.0,76.0,194.0,8.0,835.0,821.0,28
43.38,157.0,236.0,0.0,192.0,0.0,935.4,781.2,90
45.7,375.0,93.8,0.0,126.6,23.4,852.1,992.6,7
68.5,401.8,94.7,0.0,147.4,11.4,946.8,852.1,28
14.6,289.0,0.0,0.0,192.0,0.0,913.2,895.3,7
67.57,500.0,0.0,0.0,140.0,4.0,966.0,853.0,28
40.57,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100
56.74,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100
44.61,141.9,166.6,129.7,173.5,10.9,882.6,785.3,28
33.42,304.0,140.0,0.0,214.0,6.0,895.0,722.0,28
23.25,202.0,11.0,141.0,206.0,1.7,942.0,801.0,56
48.79,393.0,0.0,0.0,192.0,0.0,940.0,758.0,90
22.75,387.0,20.0,94.0,157.0,14.3,938.0,845.0,3
47.13,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56
41.68,333.0,0.0,0.0,192.0,0.0,931.2,842.6,90
67.87,250.0,180.0,95.0,159.0,9.5,860.0,800.0,28
25.22,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28
50.77,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56
44.64,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28
55.6,475.0,118.8,0.0,181.1,8.9,852.1,781.5,7
39.42,266.0,112.0,87.0,178.0,10.0,910.0,745.0,28
40.87,355.9,0.0,141.6,193.3,11.0,801.4,778.4,28
65.7,424.0,22.0,132.0,178.0,8.5,822.0,750.0,56
17.54,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7
38.56,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56
35.96,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14
19.77,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7
14.7,385.0,0.0,0.0,186.0,0.0,966.0,763.0,3
15.42,143.6,0.0,174.9,158.4,17.9,942.7,844.5,28
17.82,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14
40.56,380.0,95.0,0.0,228.0,0.0,932.0,594.0,90
70.7,469.0,117.2,0.0,137.8,32.2,852.1,840.5,91
43.5,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56
32.92,307.0,0.0,0.0,193.0,0.0,968.0,812.0,90
29.16,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28
