usr,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap
92,1,0,1550,212,190,0.6,2.2,79081,70944,3.2,611,1050608
92,2,1,3272,245,259,0.2,0.2,4942,18681,1.5,221,1021681
72,556,0,5352,406,366,3.79,1.4,191582,63557,4.6,2846,1375340
96,0,0,957,82,62,0.4,1.8,17922,13341,1.5,199,994078
95,3,1,726,101,94,1.8,0.6,66252,29809,1.4,7267,1864941
88,3,1,5670,226,196,0.2,0.2,11251,27610,1.0,425,1010614
88,0,0,3028,807,601,0.2,0.2,13703,22683,2.2,1183,1719400
93,4,1,1150,86,39,2.2,7.8,394576,273556,3.2,5631,1836403
95,1,1,1063,103,69,0.2,0.2,28393,153133,1.4,8360,1864864
88,52,48,4380,344,257,0.8,0.6,232167,101473,5.8,228,1294933
61,51,1,4103,279,205,11.4,32.4,174616,60155,2.0,155,1089586
60,26,13,6511,707,426,8.2,15.6,347219,141663,1.7,185,1092566
69,16,4,4378,173,123,9.2,20.6,45835,24670,1.0,306,1104760
85,1,0,3706,371,229,0.6,0.8,150837,64124,1.3,259,1114672
83,19,16,3002,194,123,1.8,2.2,300654,71750,2.4,1202,1014886
88,10,1,1693,133,228,1.0,0.8,208049,85099,1.0,818,1042898
69,55,47,4025,596,497,9.4,6.6,657013,284435,2.0,279,1008312
93,170,188,1557,80,99,0.2,0.2,24826,41252,2.0,374,1116261
83,2,0,2977,516,389,1.4,1.6,382554,107844,3.4,293,1692926
96,2,1,279,34,23,0.2,0.2,1574,6389,3.0,529,1720128
96,0,0,1092,30,31,0.2,0.2,15426,11363,2.0,172,1760056
98,3,2,380,47,10,0.4,1.4,21957,2478,1.0,8507,1862716
93,13,8,1536,158,106,0.6,0.4,181548,22361,2.0,205,1086210
97,2,1,284,43,16,0.2,0.2,261161,11296,1.4,8351,1865738
85,7,4,2490,262,123,2.0,7.4,95775,26881,8.6,143,1021181
0,28,18,2163,114,86,0.4,0.4,413933,53634,588.0,85,14
79,8,2,2725,176,97,2.2,2.4,409928,62603,6.4,1472,1309614
86,7,0,2569,185,102,2.6,2.4,98063,48782,1.6,123,1107248
99,0,0,109,10,13,0.0,0.0,278,7934,1.0,8493,1866040
95,30,45,1307,98,67,0.2,0.2,4867,19027,1.5,1122,1064507
76,43,48,5537,438,394,2.4,2.0,304814,237643,4.0,2487,1645728
94,1,0,1016,104,89,0.4,0.2,261950,100828,2.6,1581,1537914
81,14,11,5925,383,230,1.4,6.2,153597,50906,9.4,296,1001605
93,8,6,1473,123,130,0.4,0.6,138254,30008,4.5,2512,1095232
80,17,13,3587,342,223,2.81,4.01,509515,315743,2.0,189,1040996
96,0,0,1022,224,68,0.2,0.2,330543,324797,3.4,1991,1764438
75,2,0,723,130,66,2.2,2.2,533645,223278,2.6,2107,1817314
91,15,14,1484,106,79,0.8,2.0,24168,29798,1.0,175,1017035
98,1,1,198,15,26,0.2,0.2,6998,11084,1.0,5274,1858256
97,1,1,280,45,13,0.2,0.2,259511,5734,1.6,5271,1856600
98,1,1,191,14,14,0.2,0.2,7018,4533,1.2,7292,1863744
97,1,0,864,67,65,0.2,0.2,4103,20315,3.8,232,1087649
83,10,0,4261,527,266,1.8,3.0,330811,87989,6.2,2497,1338315
83,7,1,1321,84,36,5.4,5.6,139381,78821,1.6,6111,1847878
0,11,7,1589,162,119,0.8,1.0,307837,255022,134.0,83,17
93,1,0,2999,158,102,0.6,0.6,19744,29690,1.0,2932,1011786
83,13,5,4678,146,113,1.8,7.0,28663,94395,3.2,601,1644702
89,60,60,942,110,70,0.2,0.2,36442,28807,1.8,3834,1774080
81,15,4,3019,283,157,2.0,2.2,600466,122565,1.4,209,989965
79,19,1,3124,490,345,7.39,2.99,193596,10956,3.2,2297,1524006
64,23,2,6591,1335,1312,5.59,2.99,1138923,1081232,1.3,753,1053284
82,5,0,3054,371,292,0.8,2.0,137772,125680,1.3,131,980881
80,5,0,2846,512,341,4.8,2.0,330346,186516,6.8,3606,1596098
75,3,2,6960,750,803,0.8,2.2,335321,50376,1.7,280,1024984
91,2,1,1125,124,78,0.8,2.4,225895,24254,2.0,2190,1007462
60,6,1,7448,1590,1544,4.4,1.6,1349215,1292798,1.7,725,1113125
91,9,1,1720,120,127,1.0,2.79,295270,85183,2.0,579,1064374
97,1,0,1275,51,54,0.2,0.4,2600,15749,1.2,236,1747384
97,4,4,517,109,40,0.4,0.4,138351,146506,3.0,1098,1749926
85,8,3,2092,294,150,0.4,0.4,403159,42079,1.0,192,1130656
70,37,17,5308,585,355,6.8,5.0,779615,84251,9.8,2083,1330581
93,2,0,1139,118,60,0.6,0.6,157977,42773,2.4,4565,1731554
89,35,51,4033,193,155,0.2,0.2,53695,33261,1.5,1038,1081435
85,2,1,1506,104,78,0.8,1.0,225983,151123,2.2,949,1714792
0,30,5,5937,669,584,11.0,4.4,276587,43272,199.0,62,38
98,0,0,150,9,19,0.2,0.2,2074,12320,1.0,7306,1873272
98,0,0,161,14,20,0.2,0.2,446,12219,1.0,7410,1865584
71,44,7,3759,368,214,6.0,16.2,209860,82570,5.2,147,1099771
92,2,0,1322,109,71,0.6,0.6,166893,128089,1.8,2368,1007775
91,4,3,1370,94,118,0.8,1.0,25625,99074,1.0,418,1113077
79,7,1,2609,205,154,7.4,4.4,378761,58057,3.2,7873,1833518
97,3,1,1370,113,64,0.4,1.8,5521,6620,2.0,6131,1729808
69,10,2,3359,493,129,7.2,19.6,676642,75031,2.5,228,1103565
67,23,13,2531,199,131,6.8,16.4,140011,77853,2.0,1284,1105122
69,10,0,3430,366,152,7.2,23.2,274847,27494,1.4,148,1084952
90,16,11,1316,85,97,0.8,0.6,42652,102052,2.4,590,1514522
92,2,1,1169,157,68,1.0,1.4,132714,12006,2.6,1501,1717016
91,0,0,1333,131,63,0.4,0.4,360558,21855,2.0,1862,1039313
92,1,0,1301,110,108,0.4,0.2,7167,33737,2.6,404,1053701
88,65,60,2391,156,100,1.0,0.8,188534,52404,1.2,723,1006984
81,3,2,3379,264,170,1.6,5.0,73327,54095,1.0,353,986517
94,0,0,935,93,55,0.4,1.8,101335,21527,1.4,1542,998768
76,14,2,4395,517,446,7.8,2.2,284606,35105,3.6,781,1719930
1,7,5,2322,259,169,0.4,0.8,620416,636285,1963.0,88,11
98,2,1,254,11,22,0.2,0.2,10004,67114,1.0,7493,1869185
90,11,5,2822,165,92,1.4,1.2,367038,192213,5.4,2344,1543234
92,2,0,370,38,30,2.0,2.0,108142,20247,2.0,4691,1848902
89,7,3,3528,270,180,0.4,2.8,28796,14453,5.8,756,1299115
87,5,3,3786,167,149,1.2,1.2,172744,161033,1.0,700,986394
72,39,17,4118,358,218,6.19,5.79,596924,159901,1.0,208,1081980
97,0,0,222,30,22,0.2,0.2,84896,5119,1.6,7302,1860350
75,12,1,3007,356,300,9.8,4.6,196639,22334,3.0,1061,1068536
83,66,63,3210,387,235,2.6,2.6,314096,84354,2.0,530,1121797
90,73,94,2073,188,208,1.0,1.4,27350,111966,1.4,1126,1052686
80,9,0,3034,446,397,8.2,2.2,210022,18396,1.4,1532,1747277
88,4,0,2335,330,256,1.0,1.0,149954,52374,1.0,157,1100803
88,0,0,406,36,49,0.2,0.2,29231,39596,1.2,1839,1770817
86,6,4,1555,332,97,1.0,1.6,625533,55347,2.8,335,964810
74,5,0,850,145,69,0.4,0.4,604037,25686,3.8,2948,1768731
95,0,0,1947,70,89,0.2,0.2,3710,11642,2.0,1514,1726216
83,1,0,2550,251,144,0.6,2.0,348880,40837,3.8,184,1105180
72,8,0,5699,646,508,7.6,2.0,409346,37592,1.4,191,1006571
0,12,5,1176,88,72,1.4,1.8,33693,24259,262.0,94,6
96,3,2,1265,102,49,0.2,0.2,14291,20874,1.0,626,1066987
88,16,23,5071,148,139,0.8,0.4,21392,36057,1.2,582,1737030
0,23,18,1057,125,147,2.0,0.8,52933,22688,621.0,90,10
98,0,0,216,21,13,0.4,0.4,86324,5874,1.2,8732,1871530
85,0,0,6707,278,213,0.2,0.2,30362,148179,2.6,135,1011721
90,0,0,1512,106,119,0.2,0.2,114263,69327,3.2,337,1703808
85,7,0,1757,187,192,4.2,2.8,111253,29838,2.0,810,1061723
69,98,63,2605,303,217,8.2,21.8,535376,133157,1.5,441,1098037
79,20,6,4048,498,162,2.2,3.4,100701,25574,1.7,918,981229
77,7,0,3851,377,302,5.96,2.19,189893,18213,1.0,1970,1070584
89,3,0,5439,284,198,0.6,3.2,184699,57465,3.0,568,1078104
89,5,1,1795,221,127,1.0,1.4,207913,51728,3.0,2711,1541586
83,24,28,807,148,59,3.8,3.8,337841,209579,2.8,3809,1811477
92,6,5,894,99,63,1.2,2.8,70329,34735,1.0,153,1024410
98,0,0,230,12,31,0.4,1.6,430,20073,1.0,7828,1875280
76,13,7,3758,230,159,2.99,3.59,433969,76306,1.0,527,996667
89,3,0,1131,89,69,0.8,0.4,41757,72089,1.0,263,1117493
90,12,1,3220,146,141,1.8,4.4,124696,61614,4.4,508,1445163
87,10,3,3028,283,175,1.4,1.2,374314,66447,3.6,3045,1419264
81,6,0,3816,367,232,4.2,3.4,680520,121189,3.6,1305,1043736
83,5,1,3187,374,224,2.8,2.2,213932,124408,3.8,549,1532930
95,1,1,1630,74,65,0.2,0.2,63651,124637,1.2,6927,1879024
82,4,0,4562,201,149,0.2,0.2,61399,41637,2.8,1076,1770294
62,51,2,3367,223,168,9.4,20.2,327304,119062,1.6,173,1093862
91,27,39,2887,137,81,0.6,0.6,40273,39759,1.4,308,1749037
94,1,0,1359,97,59,0.2,0.2,159517,157847,3.2,451,1725314
90,1,1,331,55,54,0.2,0.2,234056,232515,1.2,2075,1770903
75,17,11,1921,187,106,6.8,19.8,197311,20816,1.5,612,1099563
94,4,3,2000,107,68,0.6,2.0,23644,17392,1.5,205,1015739
92,13,8,2006,151,113,0.6,0.6,93482,28252,2.2,226,1086950
93,8,6,1572,121,123,0.4,0.4,25373,68247,4.8,360,1101980
78,83,100,4659,260,242,3.4,7.0,87695,133647,3.8,1069,1639603
0,7,2,2956,295,274,1.6,1.4,702714,635175,1790.0,83,16
88,16,1,2239,174,120,1.0,1.2,84704,41242,1.5,205,1096663
95,3,0,942,68,72,0.6,1.0,122953,112252,2.0,1860,1525842
98,1,1,189,10,13,0.2,0.2,7004,7560,1.0,7650,1869904
0,2,0,1141,139,86,0.4,0.6,14230,19909,232.0,95,5
90,10,4,3660,203,167,1.0,1.6,92071,87407,3.8,2695,1530957
85,188,213,1992,211,92,1.2,0.8,143039,20785,2.2,2170,1763142
86,6,3,4453,294,224,2.6,0.8,92293,49961,2.2,368,1016914
91,13,0,2093,98,74,0.4,1.8,39697,6783,3.4,5549,1410350
89,13,11,1779,483,181,1.6,1.2,751142,647291,3.2,567,1040558
79,5,0,3820,374,323,5.01,2.2,179440,20591,1.6,346,1731747
87,29,41,2498,140,150,1.4,1.6,119383,32297,3.4,3996,1716054
84,11,7,3199,409,208,1.0,1.2,144553,64604,1.4,250,967437
97,22,33,210,14,17,0.2,0.2,7026,7795,1.0,7537,1868896
81,12,4,3825,352,315,6.0,2.0,173914,35915,3.8,2002,1719354
69,12,3,4291,458,337,5.99,6.59,357707,102795,1.3,2796,999281
59,66,3,4117,159,120,12.0,35.4,168445,64244,2.4,145,1094560
92,2,0,2115,125,85,0.2,0.2,29926,24886,2.4,188,1087811
0,2,0,694,71,77,0.2,0.2,123951,57396,146.0,95,5
85,3,0,5610,342,252,2.4,0.8,263075,50660,2.4,168,1437877
81,84,91,1897,218,173,0.6,2.0,376838,252983,5.4,126,1597289
92,7,5,2049,224,219,0.4,1.8,24158,36335,1.0,360,976131
96,7,6,593,57,47,0.2,0.2,3953,16665,2.4,886,978309
91,9,8,1979,128,256,0.2,0.2,68684,22883,1.0,595,1005963
92,5,0,1492,40,33,1.2,1.2,32114,19663,1.0,153,1066347
90,1,0,1522,185,143,0.8,1.0,24539,44745,1.0,687,1120960
0,17,13,3457,241,141,0.6,1.8,409008,180947,1975.0,82,18
77,15,3,4709,223,136,3.4,3.6,237044,78651,1.2,188,1014941
85,1,0,3289,96,87,0.4,0.6,9591,19138,1.8,1352,1749926
93,4,2,1686,312,205,0.4,0.6,126309,104451,2.4,495,1531704
97,3,1,161,12,11,0.2,0.2,3642,7448,1.0,7228,1847149
91,2,1,1335,151,122,0.8,5.0,66706,43887,1.0,365,1031246
82,16,1,3837,407,318,0.6,0.6,284022,299801,1.0,238,998360
78,7,0,1703,160,127,6.2,17.8,114129,37911,1.0,156,1103315
93,2,1,1574,123,92,0.8,1.2,230531,77766,2.2,327,1533171
90,19,5,2394,168,140,0.8,0.8,245608,228961,2.2,336,1521518
96,1,1,369,166,52,0.2,0.2,328107,281166,2.6,5463,1828022
88,12,8,1852,191,121,1.2,2.59,242070,19965,1.3,215,970743
86,3,1,694,105,29,2.4,2.4,468844,13454,2.4,11175,1870992
91,6,4,3096,226,119,0.8,1.4,300310,78270,6.6,143,1585784
68,37,51,2293,159,101,1.2,1.2,1062841,152976,1.4,102,981164
90,2,1,2288,147,119,0.2,0.2,111699,23476,1.6,281,1735946
87,4,1,2207,283,122,1.4,2.4,610199,562531,3.2,3299,1039954
65,48,1,3221,243,128,10.8,31.0,562196,29018,3.5,285,1089582
89,1,0,3645,250,156,0.2,0.2,18141,70828,2.0,496,1079114
65,15,1,3140,216,158,13.2,34.0,290917,67225,1.0,364,1080395
86,15,12,2882,358,253,0.8,0.8,372240,271212,4.2,610,1334266
98,1,1,187,11,9,0.2,0.2,11769,6159,1.0,11982,1888734
96,1,0,1132,32,30,0.2,0.2,5381,22916,3.2,172,1714160
72,257,275,3697,642,517,3.39,1.2,533822,317751,3.5,166,1007147
95,0,0,344,53,20,0.2,0.2,252379,11130,2.0,5524,1816099
67,30,1,5504,400,267,8.57,18.92,894305,33041,3.2,204,1076897
98,2,1,209,22,15,0.2,0.2,91604,9887,1.2,8359,1866029
68,38,1,7447,1700,584,7.4,5.2,721860,553232,7.2,146,1309923
98,0,0,188,11,33,0.2,0.2,2439,6947,1.2,7725,1882294
0,20,5,3424,638,278,5.2,2.8,836291,568945,841.0,82,18
80,50,56,3278,340,304,3.39,1.2,177583,55518,2.8,4717,1710033
84,11,1,2789,298,250,5.6,3.6,182067,44371,2.0,698,1068331
76,9,3,2961,416,311,4.6,6.4,81892,72210,1.3,222,1123211
76,3,0,3295,196,165,1.4,2.4,92544,32340,3.0,168,1003514
94,17,23,225,13,13,0.4,1.6,17132,12514,1.2,4179,1821682
86,2,0,1294,90,58,0.6,1.0,317298,49078,2.6,3725,1770955
76,50,62,3443,468,327,5.4,3.0,178546,78089,1.3,171,966218
74,14,1,4419,619,496,8.4,2.6,241499,26462,2.3,1070,1068173
94,0,0,185,20,25,0.2,0.2,63914,4090,1.4,4388,1853618
80,16,0,2876,692,186,0.8,2.2,482340,59018,2.4,157,1028288
66,14,2,5636,651,529,5.8,2.8,521404,278252,4.6,1445,1038379
95,2,1,1534,92,77,0.2,0.2,6186,30997,2.6,549,1530248
59,43,53,9172,1684,1499,6.2,3.6,1318504,1127032,1.7,615,1094611
95,1,0,937,145,127,0.4,0.2,429564,99723,1.7,582,1072651
97,1,1,1107,47,26,0.2,0.2,9887,13536,1.0,8188,1836408
82,18,8,4272,141,134,2.4,8.4,86263,110091,3.0,1582,1638861
94,2,0,1191,86,68,0.4,0.6,13193,19300,1.3,686,1106847
94,2,0,668,51,129,0.6,0.6,7239,28933,2.6,1183,1718032
85,6,2,2157,114,105,3.59,4.58,43925,64027,2.2,163,1508021
89,3,2,1505,93,86,1.6,3.6,33117,58751,1.0,898,1132768
95,2,1,837,42,50,0.4,0.6,3692,32235,1.5,771,1032677
79,46,56,3635,367,264,4.98,2.39,229971,82665,3.0,873,1046947
98,19,28,184,10,15,0.2,0.2,3477,46599,1.0,7878,1875126
65,46,16,4730,413,272,9.4,10.0,249982,110365,11.0,645,1311661
74,23,4,2637,398,298,5.99,3.19,197373,44202,1.4,585,1022631
90,29,33,1025,122,116,4.6,3.2,62602,24649,1.6,7207,1874082
93,1,1,1536,41,28,0.2,0.2,7532,9757,1.2,9006,1876935
94,1,0,448,126,76,0.2,0.2,456419,271500,4.2,1080,1728701
64,66,59,5976,1045,991,4.99,3.99,1104612,829940,1.0,715,1115499
91,1,0,490,53,48,1.2,0.6,36794,7750,2.6,965,1761134
98,0,0,411,61,30,0.4,0.2,101420,12926,1.2,7219,1874861
92,1,1,3624,158,106,0.4,0.6,24880,5624,1.6,1046,1742170
58,24,0,6552,523,336,9.4,16.2,1159856,57651,3.2,281,1092915
72,74,46,3174,442,351,10.2,5.6,206485,36060,2.0,184,972274
79,8,0,2928,495,380,6.8,1.8,468904,99160,5.2,1534,1755962
88,9,5,3769,283,189,0.6,0.6,15260,63227,1.0,507,1128370
94,1,0,944,110,77,0.4,0.2,8785,20711,1.0,778,1020872
80,7,5,12277,267,216,0.6,0.8,141858,41906,2.2,195,984402
96,4,1,584,59,25,0.6,0.8,141156,13629,2.4,6287,1725046
86,5,1,2410,176,150,0.6,0.6,74357,96317,2.2,170,1065320
72,18,1,5654,1130,1089,5.2,4.0,967478,900948,1.7,740,1055050
0,15,9,841,148,104,1.0,0.8,156734,17341,316.0,91,9
95,0,0,1170,168,100,0.2,0.2,282286,34783,1.6,1639,1073829
93,42,55,959,89,69,0.2,0.2,26378,26513,2.0,341,965472
94,9,1,1239,95,73,0.6,0.8,44883,18876,3.0,336,1058588
83,11,11,5091,342,209,0.8,1.0,209472,59179,1.2,212,999008
0,20,16,1339,365,132,1.0,0.8,686687,547979,559.0,90,10
68,27,18,3872,342,296,6.39,6.19,402584,268770,2.0,118,1004704
0,89,53,2558,211,189,0.6,1.0,215246,121020,990.0,84,16
92,2,1,1969,214,207,0.2,0.2,86898,410188,2.2,182,1376811
69,20,6,6768,388,300,5.0,11.6,232295,62970,6.6,352,1317531
96,1,1,491,62,57,0.2,0.2,35989,9102,2.2,1081,1708304
0,7,2,1611,67,81,0.6,0.6,31076,37271,522.0,95,5
93,2,0,2579,106,76,0.8,0.4,11166,7333,1.0,474,1730904
88,3,0,2522,167,111,0.8,0.4,30475,141122,1.0,322,1128417
86,3,0,3548,171,145,2.0,3.8,59768,39613,4.6,606,1014917
0,71,80,1052,221,157,0.4,0.4,145004,48770,896.0,89,11
78,5,1,5290,300,320,0.0,0.2,214690,646119,2.0,302,985582
93,1,0,2574,77,155,0.4,0.4,5773,23044,2.2,672,1720138
84,35,0,1936,215,134,2.0,1.4,731904,175475,4.6,1923,1724267
93,8,5,1943,153,92,0.4,0.4,100518,32210,3.0,375,1023675
87,68,55,1596,181,170,2.2,1.0,56289,51077,1.5,160,951163
89,1,1,2033,553,142,0.2,0.6,327246,254291,2.4,267,1382013
86,11,11,3545,539,270,0.4,0.4,663877,574269,2.6,288,1044133
77,10,0,5975,692,612,2.2,2.0,505718,475455,1.8,126,1039337
88,1,0,4463,204,149,0.2,0.2,38837,41409,1.0,2124,1110435
54,160,140,5157,419,212,9.8,25.2,439846,73418,3.3,161,1096931
92,1,1,985,127,101,0.8,0.8,9435,22703,3.4,282,971450
87,8,3,1693,238,205,4.6,1.8,108650,7332,2.2,414,1717702
94,20,26,401,38,34,0.2,0.2,10085,11856,1.0,225,1740241
92,5,2,1618,112,80,0.6,2.0,31294,30419,3.0,140,1112069
0,89,99,1232,232,231,1.6,1.8,440049,450751,327.0,87,13
79,189,14,2690,322,276,4.99,2.79,210248,134085,6.0,2409,1088888
80,17,10,2072,361,203,3.2,9.0,863910,370839,4.0,712,1037512
0,8,6,1168,129,88,0.8,0.6,135994,31885,133.0,94,6
85,31,25,3787,337,196,1.6,2.0,130458,54047,1.4,183,1085310
87,10,4,3734,212,168,1.2,1.0,197813,112160,2.0,1446,1110237
79,16,1,3879,346,306,6.4,2.8,186830,77820,4.4,513,1539016
83,9,7,2677,342,151,1.0,3.0,371257,343169,1.0,252,1040595
88,1,0,461,59,38,0.2,0.2,21060,13045,2.0,988,1761753
76,2,0,5688,569,296,1.4,1.6,672992,317610,2.6,144,1006536
84,2,0,2361,483,438,1.2,2.2,124713,252627,2.6,646,1380874
0,45,60,1219,67,42,0.6,1.2,122445,17921,145.0,93,7
0,2,0,1200,134,128,0.6,0.6,208393,90332,126.0,90,10
88,2,2,1177,105,146,0.4,0.4,98413,390064,2.0,120,1380834
0,24,17,2002,197,142,1.2,1.2,268033,42989,907.0,82,18
96,2,0,1626,70,41,0.8,0.4,15766,21115,1.2,8342,1868431
90,46,62,2883,132,132,0.4,0.4,99017,281676,2.4,572,1520806
90,4,1,2356,250,74,0.8,0.4,348950,17696,2.0,2550,1016749
97,1,0,355,24,21,0.8,0.8,18370,3178,1.0,7309,1864419
97,2,1,189,15,30,0.2,0.2,8656,15489,1.0,7202,1874064
87,4,0,2075,254,204,3.4,1.0,110184,69205,1.4,130,1106848
95,34,43,793,55,50,1.0,0.4,34368,22420,2.0,5398,1680534
92,0,0,1855,175,161,0.4,1.8,42276,22413,1.0,274,1089161
92,25,24,1839,234,175,0.4,0.4,102099,31838,2.0,522,985510
87,4,3,2731,127,90,1.0,3.4,54912,81047,1.4,426,1023250
93,5,1,1645,56,38,3.2,10.2,135660,7797,1.6,4545,1828509
97,1,0,212,29,21,0.2,0.2,75166,10225,1.2,2852,1775840
95,3,2,1858,95,87,0.2,0.2,6700,52668,2.0,3174,1657160
63,19,2,3575,279,128,10.8,32.6,288291,40182,2.0,1443,1090662
87,15,9,1852,174,153,0.4,0.4,31744,45354,1.3,282,963205
89,3,0,1036,117,28,2.0,2.8,231364,17195,1.4,1001,1762766
87,6,6,2945,327,214,0.4,0.4,262196,54753,1.0,135,966686
89,12,1,2687,132,162,1.6,2.2,101289,34127,1.5,452,1059963
79,31,16,4495,326,186,3.4,4.4,356965,122565,6.2,1543,1328674
81,1,0,1190,59,62,0.2,0.2,132309,105665,2.8,366,1513949
96,2,0,1177,136,61,0.2,0.2,124566,69960,1.0,711,1063202
95,5,4,725,92,92,0.8,1.8,9397,30354,2.0,388,1013008
78,9,5,3136,348,297,3.59,1.4,155004,72160,1.5,202,947304
74,7,3,2725,237,221,3.4,1.6,300889,238908,2.0,569,1042981
99,0,0,139,10,11,0.2,0.2,444,4013,1.0,7306,1867538
89,4,2,1819,118,223,0.2,0.2,111430,579085,1.8,1520,1041522
84,8,3,2781,182,109,0.8,3.6,187626,63713,2.0,222,1026811
98,0,0,216,32,27,0.2,0.2,3001,23146,1.0,925,1742603
93,1,0,2163,249,147,0.4,0.2,8970,6914,3.2,161,1438344
74,34,45,8870,302,238,2.0,7.19,82170,33180,2.8,267,1444629
77,10,1,3107,446,377,9.2,3.0,352305,10765,1.6,8647,1866547
97,1,0,1609,104,45,0.2,0.2,101426,89444,4.2,2020,1559666
0,7,6,1844,103,73,0.2,0.2,29186,26099,155.0,95,5
79,9,2,3602,297,238,3.4,1.0,138967,52594,2.8,3651,1773886
82,89,104,2799,177,127,1.8,1.6,251073,47060,2.8,3792,1767829
90,1,0,3039,206,103,0.2,0.2,277673,36645,2.6,192,1009614
76,9,0,4033,556,517,5.0,3.2,380106,244752,2.6,224,1074147
0,6,4,1051,214,116,0.2,0.2,100352,87270,283.0,90,10
90,54,62,1101,104,81,1.8,1.6,241932,82941,2.8,262,1536664
96,2,1,506,28,51,0.6,0.4,45758,37433,1.2,7424,1876323
90,29,24,1994,189,116,1.4,1.6,97492,40908,2.0,585,981603
87,14,1,2648,212,111,1.2,2.61,273653,85476,1.5,1096,1115118
85,1,0,3246,164,99,0.4,0.6,322114,25211,1.6,174,1001443
87,13,9,990,78,67,1.0,1.6,123889,46300,1.3,512,1065831
99,0,0,153,11,22,0.2,0.2,3693,1972,1.0,6477,1871658
95,1,0,1274,150,91,0.2,0.2,62260,37831,3.2,655,1630731
0,3,1,1059,456,127,0.4,0.4,1005339,632144,550.0,93,7
88,4,4,2215,208,206,1.0,1.2,225023,60418,1.5,318,1101534
96,1,0,419,23,15,1.4,8.4,54345,15243,2.8,3716,1821034
79,20,3,3675,333,283,3.4,1.6,282964,170174,5.0,325,1292325
93,0,0,2132,129,62,0.2,0.2,90813,28590,1.6,488,1742493
91,2,1,2066,269,289,0.4,0.4,111975,110966,2.0,158,1093189
90,1,1,2565,291,194,0.6,0.8,10841,33495,1.0,133,1101546
86,3,0,2457,226,203,3.39,2.59,87333,56444,1.0,192,1122643
87,1,0,3591,219,113,1.0,4.0,494383,20340,4.0,202,1040878
82,20,13,3365,234,156,1.8,1.6,377760,208093,6.8,374,1304400
79,9,0,2707,388,346,7.2,2.2,207865,21122,3.0,2403,1768251
95,9,8,1174,103,67,0.2,0.2,7145,21507,1.0,1517,1081568
86,1,0,3861,298,138,1.2,2.61,297235,31839,3.0,498,1014899
96,1,1,359,50,35,0.2,0.2,280638,34065,1.2,6719,1858523
98,0,0,166,12,20,0.2,0.2,444,13044,1.4,7425,1869323
74,8,0,2418,364,325,7.0,2.0,197265,36000,2.2,2103,1768178
91,1,0,1723,125,56,0.4,0.4,176002,15941,1.0,733,1055425
92,0,0,2047,168,804,0.2,0.2,38632,107808,2.2,827,1704214
82,54,68,1212,65,62,2.99,3.39,57338,45157,1.5,201,1059104
87,2,0,446,41,35,2.0,2.0,67589,37736,2.2,479,1785278
85,4,1,5622,1314,695,0.6,1.0,126628,69404,2.0,1513,1087435
86,13,11,1872,141,66,2.2,6.01,71339,39311,1.3,306,1066564
88,13,3,2243,175,142,1.0,1.2,54515,35406,1.5,204,1021176
84,98,92,2289,455,304,2.0,1.0,1079576,56489,1.0,193,974730
80,5,3,3768,293,179,3.0,5.0,111976,49759,6.0,114,1015811
88,11,10,2301,262,118,0.6,0.6,981662,93397,2.0,2731,1089587
97,0,0,191,16,26,0.2,0.2,5571,15140,1.2,7293,1875112
94,2,1,849,82,50,0.6,0.6,281290,10373,2.8,132,1438760
95,0,0,328,43,45,0.2,0.2,977,21791,1.0,294,1752520
72,10,1,3851,489,415,7.8,2.2,371419,94611,2.0,8226,1835470
96,1,0,702,32,37,0.8,2.2,3024,22659,1.0,443,992320
98,1,0,227,40,27,0.2,0.2,86832,9129,1.2,1254,1760286
88,177,197,2319,186,134,0.6,0.8,367421,41690,1.2,533,1094643
91,7,4,1282,314,118,0.6,0.6,937754,24186,1.2,144,989789
93,0,0,2254,109,137,0.2,0.2,50288,17569,3.2,3917,1721176
85,12,11,6414,431,191,0.2,0.2,935068,57293,1.6,405,1010683
81,1,0,3247,303,202,0.4,0.6,645033,306096,2.8,231,1015854
81,5,1,4402,697,228,2.6,5.2,336839,31786,1.3,275,1135856
88,38,54,2482,124,111,0.8,1.4,53726,185804,4.0,628,1017234
81,10,1,3579,745,751,3.0,3.0,619936,638238,2.2,636,1059296
92,8,7,1359,61,56,0.8,4.0,11441,21004,3.0,151,1023602
97,2,1,699,35,33,0.2,0.2,1454,13449,1.7,677,1038936
89,112,60,2131,230,173,1.0,2.4,207237,183891,2.2,4792,1672382
0,13,10,1660,453,154,0.4,0.6,661738,654478,603.0,93,7
83,6,4,3353,401,344,1.4,2.81,162814,35797,1.0,200,1105945
96,0,0,286,27,29,0.4,0.4,1133,7193,1.0,7295,1861094
83,1,0,5943,300,203,0.8,1.2,51713,38197,6.2,138,1024835
95,4,0,915,128,42,1.0,1.2,296223,11187,2.8,5272,1724709
64,66,53,4338,354,220,6.97,19.12,207848,84626,3.0,159,1094373
97,11,3,401,33,34,0.4,0.4,53412,5808,1.6,5628,1857780
66,44,0,3218,174,114,11.42,33.27,350499,57070,1.0,281,1096983
91,7,6,1850,185,106,0.8,0.8,20420,34074,2.0,410,979160
63,23,12,6085,634,548,9.8,3.2,595452,318636,1.0,639,1008197
0,69,53,5445,553,280,4.0,7.0,543318,461196,1250.0,71,29
